Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber
genesis 5,leffen,hbox,Fox_Original,NA,NA,JigglyPuff_Green,Battlefield,P4:JigglyPuff_Green,1
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,0,NA,NA,0,4,NA,NA,4,NA
1,0,NA,NA,0,4,NA,NA,4,NA
2,0,NA,NA,0,4,NA,NA,4,NA
3,0,NA,NA,0,4,NA,NA,4,NA
4,0,NA,NA,0,4,NA,NA,4,NA
5,0,NA,NA,0,4,NA,NA,4,NA
6,0,NA,NA,0,4,NA,NA,4,NA
7,0,NA,NA,0,4,NA,NA,4,NA
8,0,NA,NA,0,4,NA,NA,4,NA
9,0,NA,NA,0,4,NA,NA,4,NA
10,0,NA,NA,0,4,NA,NA,4,NA
11,0,NA,NA,0,4,NA,NA,4,NA
12,0,NA,NA,0,4,NA,NA,4,NA
13,0,NA,NA,0,4,NA,NA,4,NA
14,0,NA,NA,0,4,NA,NA,4,NA
15,0,NA,NA,0,4,NA,NA,4,NA
16,0,NA,NA,0,4,NA,NA,4,NA
17,0,NA,NA,0,4,NA,NA,4,NA
18,0,NA,NA,0,4,NA,NA,4,NA
19,0,NA,NA,0,4,NA,NA,4,NA
20,0,NA,NA,0,4,NA,NA,4,NA
21,0,NA,NA,0,4,NA,NA,4,NA
22,0,NA,NA,0,4,NA,NA,4,NA
23,0,NA,NA,0,4,NA,NA,4,NA
24,0,NA,NA,0,4,NA,NA,4,NA
25,0,NA,NA,0,4,NA,NA,4,NA
26,0,NA,NA,0,4,NA,NA,4,NA
27,0,NA,NA,0,4,NA,NA,4,NA
28,0,NA,NA,0,4,NA,NA,4,NA
29,0,NA,NA,0,4,NA,NA,4,NA
30,0,NA,NA,0,4,NA,NA,4,NA
31,0,NA,NA,0,4,NA,NA,4,NA
32,0,NA,NA,0,4,NA,NA,4,NA
33,0,NA,NA,0,4,NA,NA,4,NA
34,0,NA,NA,0,4,NA,NA,4,NA
35,0,NA,NA,0,4,NA,NA,4,NA
36,0,NA,NA,0,4,NA,NA,4,NA
37,0,NA,NA,0,4,NA,NA,4,NA
38,0,NA,NA,0,4,NA,NA,4,NA
39,0,NA,NA,0,4,NA,NA,4,NA
40,0,NA,NA,0,4,NA,NA,4,NA
41,0,NA,NA,0,4,NA,NA,4,NA
42,0,NA,NA,0,4,NA,NA,4,NA
43,0,NA,NA,0,4,NA,NA,4,NA
44,0,NA,NA,0,4,NA,NA,4,NA
45,0,NA,NA,0,4,NA,NA,4,NA
46,0,NA,NA,0,4,NA,NA,4,NA
47,0,NA,NA,0,4,NA,NA,4,NA
48,0,NA,NA,0,4,NA,NA,4,NA
49,0,NA,NA,0,4,NA,NA,4,NA
50,0,NA,NA,0,4,NA,NA,4,NA
51,0,NA,NA,0,4,NA,NA,4,NA
52,0,NA,NA,0,4,NA,NA,4,NA
53,0,NA,NA,0,4,NA,NA,4,NA
54,0,NA,NA,0,4,NA,NA,4,NA
55,0,NA,NA,0,4,NA,NA,4,NA
56,0,NA,NA,0,4,NA,NA,4,NA
57,0,NA,NA,0,4,NA,NA,4,NA
58,0,NA,NA,0,4,NA,NA,4,NA
59,0,NA,NA,0,4,NA,NA,4,NA
60,0,NA,NA,0,4,NA,NA,4,NA
61,0,NA,NA,0,4,NA,NA,4,NA
62,0,NA,NA,0,4,NA,NA,4,NA
63,0,NA,NA,0,4,NA,NA,4,NA
64,0,NA,NA,0,4,NA,NA,4,NA
65,0,NA,NA,0,4,NA,NA,4,NA
66,0,NA,NA,0,4,NA,NA,4,NA
67,0,NA,NA,0,4,NA,NA,4,NA
68,0,NA,NA,0,4,NA,NA,4,NA
69,0,NA,NA,0,4,NA,NA,4,NA
70,0,NA,NA,0,4,NA,NA,4,NA
71,0,NA,NA,0,4,NA,NA,4,NA
72,0,NA,NA,0,4,NA,NA,4,NA
73,0,NA,NA,0,4,NA,NA,4,NA
74,0,NA,NA,0,4,NA,NA,4,NA
75,0,NA,NA,0,4,NA,NA,4,NA
76,0,NA,NA,0,4,NA,NA,4,NA
77,0,NA,NA,0,4,NA,NA,4,NA
78,0,NA,NA,0,4,NA,NA,4,NA
79,0,NA,NA,0,4,NA,NA,4,NA
80,0,NA,NA,0,4,NA,NA,4,NA
81,0,NA,NA,0,4,NA,NA,4,NA
82,0,NA,NA,0,4,NA,NA,4,NA
83,0,NA,NA,0,4,NA,NA,4,NA
84,0,NA,NA,0,4,NA,NA,4,NA
85,0,NA,NA,0,4,NA,NA,4,NA
86,0,NA,NA,0,4,NA,NA,4,NA
87,0,NA,NA,0,4,NA,NA,4,NA
88,0,NA,NA,3,4,NA,NA,4,NA
89,0,NA,NA,3,4,NA,NA,4,NA
90,0,NA,NA,3,4,NA,NA,4,NA
91,0,NA,NA,3,4,NA,NA,4,NA
92,0,NA,NA,3,4,NA,NA,4,NA
93,0,NA,NA,3,4,NA,NA,4,NA
94,0,NA,NA,3,4,NA,NA,4,NA
95,0,NA,NA,3,4,NA,NA,4,NA
96,0,NA,NA,3,4,NA,NA,4,NA
97,0,NA,NA,3,4,NA,NA,4,NA
98,0,NA,NA,3,4,NA,NA,4,NA
99,0,NA,NA,3,4,NA,NA,4,NA
100,0,NA,NA,3,4,NA,NA,4,NA
101,0,NA,NA,3,4,NA,NA,4,NA
102,0,NA,NA,3,4,NA,NA,4,NA
103,0,NA,NA,3,4,NA,NA,4,NA
104,0,NA,NA,3,4,NA,NA,4,NA
105,0,NA,NA,3,4,NA,NA,4,NA
106,0,NA,NA,3,4,NA,NA,4,NA
107,0,NA,NA,3,4,NA,NA,4,NA
108,0,NA,NA,3,4,NA,NA,4,NA
109,0,NA,NA,3,4,NA,NA,4,NA
110,0,NA,NA,3,4,NA,NA,4,NA
111,0,NA,NA,3,4,NA,NA,4,NA
112,0,NA,NA,3,4,NA,NA,4,NA
113,0,NA,NA,3,4,NA,NA,4,NA
114,0,NA,NA,3,4,NA,NA,4,NA
115,0,NA,NA,3,4,NA,NA,4,NA
116,0,NA,NA,3,4,NA,NA,4,NA
117,0,NA,NA,3,4,NA,NA,4,NA
118,0,NA,NA,3,4,NA,NA,4,NA
119,0,NA,NA,3,4,NA,NA,4,NA
120,0,NA,NA,3,4,NA,NA,4,NA
121,0,NA,NA,3,4,NA,NA,4,NA
122,0,NA,NA,3,4,NA,NA,4,NA
123,0,NA,NA,3,4,NA,NA,4,NA
124,0,NA,NA,3,4,NA,NA,4,NA
125,0,NA,NA,3,4,NA,NA,4,NA
126,0,NA,NA,3,4,NA,NA,4,NA
127,0,NA,NA,3,4,NA,NA,4,NA
128,0,NA,NA,3,4,NA,NA,4,NA
129,0,NA,NA,3,4,NA,NA,4,NA
130,0,NA,NA,3,4,NA,NA,4,NA
131,0,NA,NA,3,4,NA,NA,4,NA
132,0,NA,NA,3,4,NA,NA,4,NA
133,0,NA,NA,3,4,NA,NA,4,NA
134,12,NA,NA,3,4,NA,NA,4,NA
135,12,NA,NA,3,4,NA,NA,4,NA
136,12,NA,NA,3,4,NA,NA,4,NA
137,12,NA,NA,3,4,NA,NA,4,NA
138,12,NA,NA,3,4,NA,NA,4,NA
139,12,NA,NA,3,4,NA,NA,4,NA
140,12,NA,NA,3,4,NA,NA,4,NA
141,12,NA,NA,3,4,NA,NA,4,NA
142,12,NA,NA,3,4,NA,NA,4,NA
143,12,NA,NA,3,4,NA,NA,4,NA
144,12,NA,NA,3,4,NA,NA,4,NA
145,12,NA,NA,3,4,NA,NA,4,NA
146,12,NA,NA,3,4,NA,NA,4,NA
147,12,NA,NA,3,4,NA,NA,4,NA
148,12,NA,NA,3,4,NA,NA,4,NA
149,12,NA,NA,3,4,NA,NA,4,NA
150,12,NA,NA,3,4,NA,NA,4,NA
151,12,NA,NA,3,4,NA,NA,4,NA
152,12,NA,NA,3,4,NA,NA,4,NA
153,12,NA,NA,3,4,NA,NA,4,NA
154,12,NA,NA,3,4,NA,NA,4,NA
155,12,NA,NA,3,4,NA,NA,4,NA
156,12,NA,NA,3,4,NA,NA,4,NA
157,12,NA,NA,3,4,NA,NA,4,NA
158,12,NA,NA,3,4,NA,NA,4,NA
159,12,NA,NA,3,4,NA,NA,4,NA
160,12,NA,NA,3,4,NA,NA,4,NA
161,12,NA,NA,3,4,NA,NA,4,NA
162,12,NA,NA,3,4,NA,NA,4,NA
163,12,NA,NA,3,4,NA,NA,4,NA
164,12,NA,NA,3,4,NA,NA,4,NA
165,12,NA,NA,3,4,NA,NA,4,NA
166,12,NA,NA,3,4,NA,NA,4,NA
167,12,NA,NA,3,4,NA,NA,4,NA
168,12,NA,NA,3,4,NA,NA,4,NA
169,12,NA,NA,3,4,NA,NA,4,NA
170,12,NA,NA,3,4,NA,NA,4,NA
171,12,NA,NA,3,4,NA,NA,4,NA
172,12,NA,NA,3,4,NA,NA,4,NA
173,12,NA,NA,3,4,NA,NA,4,NA
174,12,NA,NA,3,4,NA,NA,4,NA
175,12,NA,NA,3,4,NA,NA,4,NA
176,12,NA,NA,3,4,NA,NA,4,NA
177,12,NA,NA,3,4,NA,NA,4,NA
178,12,NA,NA,3,4,NA,NA,4,NA
179,12,NA,NA,3,4,NA,NA,4,NA
180,12,NA,NA,3,4,NA,NA,4,NA
181,12,NA,NA,3,4,NA,NA,4,NA
182,12,NA,NA,3,4,NA,NA,4,NA
183,12,NA,NA,3,4,NA,NA,4,NA
184,12,NA,NA,3,4,NA,NA,4,NA
185,12,NA,NA,3,4,NA,NA,4,NA
186,24,NA,NA,3,4,NA,NA,4,NA
187,24,NA,NA,3,4,NA,NA,4,NA
188,24,NA,NA,3,4,NA,NA,4,NA
189,24,NA,NA,3,4,NA,NA,4,NA
190,24,NA,NA,3,4,NA,NA,4,NA
191,24,NA,NA,3,4,NA,NA,4,NA
192,24,NA,NA,3,4,NA,NA,4,NA
193,24,NA,NA,3,4,NA,NA,4,NA
194,24,NA,NA,3,4,NA,NA,4,NA
