Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber,GameType(Optional)
genesis 5,hbox,plup,JigglyPuff_Green,NA,Fox_Green,NA,Dreamland,P1:JigglyPuff_Green,3,GF2
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
101,15,NA,0,NA,4,NA,4,NA,NA
102,15,NA,0,NA,4,NA,4,NA,NA
103,15,NA,0,NA,4,NA,4,NA,NA
104,15,NA,0,NA,4,NA,4,NA,NA
105,15,NA,0,NA,4,NA,4,NA,NA
106,15,NA,0,NA,4,NA,4,NA,NA
107,15,NA,0,NA,4,NA,4,NA,NA
108,15,NA,0,NA,4,NA,4,NA,NA
109,15,NA,0,NA,4,NA,4,NA,NA
110,15,NA,0,NA,4,NA,4,NA,NA
111,15,NA,0,NA,4,NA,4,NA,NA
112,15,NA,0,NA,4,NA,4,NA,NA
113,15,NA,0,NA,4,NA,4,NA,NA
114,15,NA,0,NA,4,NA,4,NA,NA
115,15,NA,0,NA,4,NA,4,NA,NA
116,15,NA,0,NA,4,NA,4,NA,NA
117,15,NA,0,NA,4,NA,4,NA,NA
118,15,NA,0,NA,4,NA,4,NA,NA
119,15,NA,0,NA,4,NA,4,NA,NA
120,15,NA,0,NA,4,NA,4,NA,NA
121,15,NA,0,NA,4,NA,4,NA,NA
122,15,NA,0,NA,4,NA,4,NA,NA
123,15,NA,0,NA,4,NA,4,NA,NA
124,15,NA,0,NA,4,NA,4,NA,NA
125,15,NA,0,NA,4,NA,4,NA,NA
126,15,NA,0,NA,4,NA,4,NA,NA
127,15,NA,0,NA,4,NA,4,NA,NA
128,15,NA,0,NA,4,NA,4,NA,NA
129,15,NA,0,NA,4,NA,4,NA,NA
130,15,NA,0,NA,4,NA,4,NA,NA
131,15,NA,0,NA,4,NA,4,NA,NA
132,15,NA,0,NA,4,NA,4,NA,NA
133,15,NA,0,NA,4,NA,4,NA,NA
134,15,NA,0,NA,4,NA,4,NA,NA
135,15,NA,0,NA,4,NA,4,NA,NA
136,15,NA,0,NA,4,NA,4,NA,NA
137,25,NA,0,NA,4,NA,4,NA,NA
138,25,NA,0,NA,4,NA,4,NA,NA
139,25,NA,0,NA,4,NA,4,NA,NA
140,25,NA,0,NA,4,NA,4,NA,NA
141,25,NA,0,NA,4,NA,4,NA,NA
142,25,NA,0,NA,4,NA,4,NA,NA
143,25,NA,0,NA,4,NA,4,NA,NA
144,25,NA,0,NA,4,NA,4,NA,NA
145,25,NA,0,NA,4,NA,4,NA,NA
146,25,NA,0,NA,4,NA,4,NA,NA
147,25,NA,0,NA,4,NA,4,NA,NA
148,25,NA,0,NA,4,NA,4,NA,NA
149,25,NA,0,NA,4,NA,4,NA,NA
150,25,NA,0,NA,4,NA,4,NA,NA
151,25,NA,0,NA,4,NA,4,NA,NA
152,25,NA,0,NA,4,NA,4,NA,NA
153,25,NA,0,NA,4,NA,4,NA,NA
154,25,NA,0,NA,4,NA,4,NA,NA
155,25,NA,0,NA,4,NA,4,NA,NA
156,25,NA,0,NA,4,NA,4,NA,NA
157,25,NA,0,NA,4,NA,4,NA,NA
158,25,NA,0,NA,4,NA,4,NA,NA
159,25,NA,0,NA,4,NA,4,NA,NA
160,25,NA,0,NA,4,NA,4,NA,NA
161,25,NA,0,NA,4,NA,4,NA,NA
162,25,NA,0,NA,4,NA,4,NA,NA
163,25,NA,0,NA,4,NA,4,NA,NA
164,25,NA,0,NA,4,NA,4,NA,NA
165,25,NA,0,NA,4,NA,4,NA,NA
166,25,NA,0,NA,4,NA,4,NA,NA
167,25,NA,0,NA,4,NA,4,NA,NA
168,25,NA,0,NA,4,NA,4,NA,NA
169,25,NA,0,NA,4,NA,4,NA,NA
170,25,NA,0,NA,4,NA,4,NA,NA
171,25,NA,0,NA,4,NA,4,NA,NA
172,25,NA,0,NA,4,NA,4,NA,NA
173,25,NA,0,NA,4,NA,4,NA,NA
174,25,NA,0,NA,4,NA,4,NA,NA
175,25,NA,0,NA,4,NA,4,NA,NA
176,25,NA,0,NA,4,NA,4,NA,NA
177,25,NA,0,NA,4,NA,4,NA,NA
178,25,NA,0,NA,4,NA,4,NA,NA
179,25,NA,7,NA,4,NA,4,NA,NA
180,25,NA,7,NA,4,NA,4,NA,NA
181,25,NA,7,NA,4,NA,4,NA,NA
182,25,NA,7,NA,4,NA,4,NA,NA
183,25,NA,7,NA,4,NA,4,NA,NA
184,25,NA,7,NA,4,NA,4,NA,NA
185,25,NA,7,NA,4,NA,4,NA,NA
186,25,NA,7,NA,4,NA,4,NA,NA
187,25,NA,7,NA,4,NA,4,NA,NA
188,25,NA,7,NA,4,NA,4,NA,NA
189,25,NA,7,NA,4,NA,4,NA,NA
190,25,NA,7,NA,4,NA,4,NA,NA
191,25,NA,7,NA,4,NA,4,NA,NA
192,25,NA,7,NA,4,NA,4,NA,NA
193,25,NA,7,NA,4,NA,4,NA,NA
194,25,NA,7,NA,4,NA,4,NA,NA
195,25,NA,7,NA,4,NA,4,NA,NA
196,25,NA,7,NA,4,NA,4,NA,NA
197,25,NA,7,NA,4,NA,4,NA,NA
198,25,NA,7,NA,4,NA,4,NA,NA
199,25,NA,7,NA,4,NA,4,NA,NA
200,25,NA,7,NA,4,NA,4,NA,NA
201,25,NA,7,NA,4,NA,4,NA,NA
202,25,NA,7,NA,4,NA,4,NA,NA
203,25,NA,7,NA,4,NA,4,NA,NA
204,25,NA,7,NA,4,NA,4,NA,NA
205,25,NA,7,NA,4,NA,4,NA,NA
206,25,NA,7,NA,4,NA,4,NA,NA
207,25,NA,7,NA,4,NA,4,NA,NA
208,25,NA,7,NA,4,NA,4,NA,NA
209,25,NA,7,NA,4,NA,4,NA,NA
210,25,NA,7,NA,4,NA,4,NA,NA
211,25,NA,7,NA,4,NA,4,NA,NA
212,25,NA,7,NA,4,NA,4,NA,NA
213,25,NA,7,NA,4,NA,4,NA,NA
214,25,NA,7,NA,4,NA,4,NA,NA
215,25,NA,7,NA,4,NA,4,NA,NA
216,25,NA,7,NA,4,NA,4,NA,NA
217,25,NA,7,NA,4,NA,4,NA,NA
218,25,NA,7,NA,4,NA,4,NA,NA
219,25,NA,7,NA,4,NA,4,NA,NA
220,25,NA,7,NA,4,NA,4,NA,NA
221,25,NA,7,NA,4,NA,4,NA,NA
222,25,NA,7,NA,4,NA,4,NA,NA
223,25,NA,7,NA,4,NA,4,NA,NA
224,25,NA,7,NA,4,NA,4,NA,NA
225,25,NA,7,NA,4,NA,4,NA,NA
226,25,NA,7,NA,4,NA,4,NA,NA
227,25,NA,7,NA,4,NA,4,NA,NA
228,25,NA,7,NA,4,NA,4,NA,NA
229,25,NA,7,NA,4,NA,4,NA,NA
230,25,NA,7,NA,4,NA,4,NA,NA
231,25,NA,7,NA,4,NA,4,NA,NA
232,25,NA,7,NA,4,NA,4,NA,NA
233,25,NA,7,NA,4,NA,4,NA,NA
234,25,NA,7,NA,4,NA,4,NA,NA
235,25,NA,7,NA,4,NA,4,NA,NA
236,25,NA,7,NA,4,NA,4,NA,NA
237,25,NA,7,NA,4,NA,4,NA,NA
238,25,NA,7,NA,4,NA,4,NA,NA
239,25,NA,7,NA,4,NA,4,NA,NA
240,25,NA,7,NA,4,NA,4,NA,NA
241,25,NA,7,NA,4,NA,4,NA,NA
242,25,NA,7,NA,4,NA,4,NA,NA
243,25,NA,7,NA,4,NA,4,NA,NA
244,25,NA,7,NA,4,NA,4,NA,NA
245,25,NA,7,NA,4,NA,4,NA,NA
246,25,NA,7,NA,4,NA,4,NA,NA
247,25,NA,7,NA,4,NA,4,NA,NA
248,25,NA,7,NA,4,NA,4,NA,NA
249,25,NA,7,NA,4,NA,4,NA,NA
250,25,NA,7,NA,4,NA,4,NA,NA
251,25,NA,7,NA,4,NA,4,NA,NA
252,25,NA,7,NA,4,NA,4,NA,NA
253,25,NA,7,NA,4,NA,4,NA,NA
254,25,NA,7,NA,4,NA,4,NA,NA
255,25,NA,7,NA,4,NA,4,NA,NA
256,25,NA,7,NA,4,NA,4,NA,NA
257,25,NA,7,NA,4,NA,4,NA,NA
258,25,NA,7,NA,4,NA,4,NA,NA
259,25,NA,7,NA,4,NA,4,NA,NA
260,25,NA,7,NA,4,NA,4,NA,NA
261,25,NA,7,NA,4,NA,4,NA,NA
262,25,NA,7,NA,4,NA,4,NA,NA
263,25,NA,7,NA,4,NA,4,NA,NA
264,25,NA,7,NA,4,NA,4,NA,NA
265,25,NA,7,NA,4,NA,4,NA,NA
266,25,NA,7,NA,4,NA,4,NA,NA
267,25,NA,7,NA,4,NA,4,NA,NA
268,25,NA,7,NA,4,NA,4,NA,NA
269,25,NA,7,NA,4,NA,4,NA,NA
270,25,NA,7,NA,4,NA,4,NA,NA
271,25,NA,7,NA,4,NA,4,NA,NA
272,28,NA,7,NA,4,NA,4,NA,NA
273,28,NA,7,NA,4,NA,4,NA,NA
274,28,NA,7,NA,4,NA,4,NA,NA
275,28,NA,7,NA,4,NA,4,NA,NA
276,28,NA,7,NA,4,NA,4,NA,NA
277,28,NA,7,NA,4,NA,4,NA,NA
278,28,NA,7,NA,4,NA,4,NA,NA
279,28,NA,7,NA,4,NA,4,NA,NA
280,28,NA,7,NA,4,NA,4,NA,NA
281,28,NA,7,NA,4,NA,4,NA,NA
282,28,NA,7,NA,4,NA,4,NA,NA
283,28,NA,7,NA,4,NA,4,NA,NA
284,28,NA,7,NA,4,NA,4,NA,NA
285,28,NA,7,NA,4,NA,4,NA,NA
286,28,NA,7,NA,4,NA,4,NA,NA
287,28,NA,7,NA,4,NA,4,NA,NA
288,28,NA,7,NA,4,NA,4,NA,NA
289,28,NA,7,NA,4,NA,4,NA,NA
290,28,NA,7,NA,4,NA,4,NA,NA
291,28,NA,7,NA,4,NA,4,NA,NA
292,28,NA,7,NA,4,NA,4,NA,NA
293,28,NA,7,NA,4,NA,4,NA,NA
294,28,NA,7,NA,4,NA,4,NA,NA
295,28,NA,7,NA,4,NA,4,NA,NA
296,28,NA,7,NA,4,NA,4,NA,NA
297,28,NA,7,NA,4,NA,4,NA,NA
298,28,NA,7,NA,4,NA,4,NA,NA
299,28,NA,7,NA,4,NA,4,NA,NA
300,28,NA,7,NA,4,NA,4,NA,NA
301,28,NA,7,NA,4,NA,4,NA,NA
302,28,NA,7,NA,4,NA,4,NA,NA
303,28,NA,7,NA,4,NA,4,NA,NA
304,28,NA,7,NA,4,NA,4,NA,NA
305,28,NA,7,NA,4,NA,4,NA,NA
306,28,NA,7,NA,4,NA,4,NA,NA
307,28,NA,7,NA,4,NA,4,NA,NA
308,28,NA,7,NA,4,NA,4,NA,NA
309,28,NA,7,NA,4,NA,4,NA,NA
310,28,NA,7,NA,4,NA,4,NA,NA
311,28,NA,7,NA,4,NA,4,NA,NA
312,28,NA,7,NA,4,NA,4,NA,NA
313,28,NA,7,NA,4,NA,4,NA,NA
314,28,NA,7,NA,4,NA,4,NA,NA
315,28,NA,7,NA,4,NA,4,NA,NA
316,28,NA,7,NA,4,NA,4,NA,NA
317,28,NA,7,NA,4,NA,4,NA,NA
318,28,NA,7,NA,4,NA,4,NA,NA
319,28,NA,7,NA,4,NA,4,NA,NA
320,28,NA,7,NA,4,NA,4,NA,NA
321,28,NA,7,NA,4,NA,4,NA,NA
322,28,NA,7,NA,4,NA,4,NA,NA
323,28,NA,7,NA,4,NA,4,NA,NA
324,28,NA,7,NA,4,NA,4,NA,NA
325,28,NA,7,NA,4,NA,4,NA,NA
326,28,NA,7,NA,4,NA,4,NA,NA
327,28,NA,7,NA,4,NA,4,NA,NA
328,28,NA,7,NA,4,NA,4,NA,NA
329,28,NA,7,NA,4,NA,4,NA,NA
330,28,NA,7,NA,4,NA,4,NA,NA
331,28,NA,7,NA,4,NA,4,NA,NA
332,28,NA,7,NA,4,NA,4,NA,NA
333,28,NA,7,NA,4,NA,4,NA,NA
334,28,NA,7,NA,4,NA,4,NA,NA
335,28,NA,7,NA,4,NA,4,NA,NA
336,28,NA,7,NA,4,NA,4,NA,NA
337,28,NA,7,NA,4,NA,4,NA,NA
338,28,NA,7,NA,4,NA,4,NA,NA
339,28,NA,7,NA,4,NA,4,NA,NA
340,28,NA,7,NA,4,NA,4,NA,NA
341,28,NA,7,NA,4,NA,4,NA,NA
342,28,NA,7,NA,4,NA,4,NA,NA
343,28,NA,7,NA,4,NA,4,NA,NA
344,28,NA,7,NA,4,NA,4,NA,NA
345,28,NA,7,NA,4,NA,4,NA,NA
346,28,NA,7,NA,4,NA,4,NA,NA
347,28,NA,7,NA,4,NA,4,NA,NA
348,28,NA,7,NA,4,NA,4,NA,NA
349,28,NA,7,NA,4,NA,4,NA,NA
350,28,NA,7,NA,4,NA,4,NA,NA
351,28,NA,7,NA,4,NA,4,NA,NA
352,28,NA,7,NA,4,NA,4,NA,NA
353,28,NA,7,NA,4,NA,4,NA,NA
354,28,NA,7,NA,4,NA,4,NA,NA
355,28,NA,7,NA,4,NA,4,NA,NA
356,28,NA,7,NA,4,NA,4,NA,NA
357,28,NA,7,NA,4,NA,4,NA,NA
358,28,NA,7,NA,4,NA,4,NA,NA
359,28,NA,7,NA,4,NA,4,NA,NA
360,28,NA,7,NA,4,NA,4,NA,NA
361,28,NA,7,NA,4,NA,4,NA,NA
362,28,NA,7,NA,4,NA,4,NA,NA
363,28,NA,7,NA,4,NA,4,NA,NA
364,28,NA,7,NA,4,NA,4,NA,NA
365,28,NA,7,NA,4,NA,4,NA,NA
366,28,NA,7,NA,4,NA,4,NA,NA
367,28,NA,7,NA,4,NA,4,NA,NA
368,28,NA,7,NA,4,NA,4,NA,NA
369,28,NA,7,NA,4,NA,4,NA,NA
370,33,NA,7,NA,4,NA,4,NA,NA
371,33,NA,7,NA,4,NA,4,NA,NA
372,33,NA,7,NA,4,NA,4,NA,NA
373,33,NA,7,NA,4,NA,4,NA,NA
374,33,NA,7,NA,4,NA,4,NA,NA
375,33,NA,7,NA,4,NA,4,NA,NA
376,33,NA,7,NA,4,NA,4,NA,NA
377,33,NA,7,NA,4,NA,4,NA,NA
378,33,NA,7,NA,4,NA,4,NA,NA
379,33,NA,7,NA,4,NA,4,NA,NA
380,33,NA,7,NA,4,NA,4,NA,NA
381,33,NA,7,NA,4,NA,4,NA,NA
382,33,NA,7,NA,4,NA,4,NA,NA
383,33,NA,7,NA,4,NA,4,NA,NA
384,33,NA,7,NA,4,NA,4,NA,NA
385,33,NA,7,NA,4,NA,4,NA,NA
386,33,NA,7,NA,4,NA,4,NA,NA
387,33,NA,7,NA,4,NA,4,NA,NA
388,33,NA,7,NA,4,NA,4,NA,NA
389,33,NA,7,NA,4,NA,4,NA,NA
390,33,NA,7,NA,4,NA,4,NA,NA
391,33,NA,7,NA,4,NA,4,NA,NA
392,40,NA,7,NA,4,NA,4,NA,NA
393,40,NA,7,NA,4,NA,4,NA,NA
394,40,NA,7,NA,4,NA,4,NA,NA
395,40,NA,7,NA,4,NA,4,NA,NA
396,40,NA,7,NA,4,NA,4,NA,NA
397,40,NA,7,NA,4,NA,4,NA,NA
398,40,NA,7,NA,4,NA,4,NA,NA
399,40,NA,7,NA,4,NA,4,NA,NA
400,40,NA,7,NA,4,NA,4,NA,NA
401,40,NA,7,NA,4,NA,4,NA,NA
402,40,NA,7,NA,4,NA,4,NA,NA
403,40,NA,7,NA,4,NA,4,NA,NA
404,40,NA,7,NA,4,NA,4,NA,NA
405,40,NA,7,NA,4,NA,4,NA,NA
406,47,NA,7,NA,4,NA,4,NA,NA
407,47,NA,7,NA,4,NA,4,NA,NA
408,47,NA,7,NA,4,NA,4,NA,NA
409,47,NA,7,NA,4,NA,4,NA,NA
410,47,NA,7,NA,4,NA,4,NA,NA
411,47,NA,7,NA,4,NA,4,NA,NA
412,47,NA,7,NA,4,NA,4,NA,NA
413,47,NA,7,NA,4,NA,4,NA,NA
414,47,NA,7,NA,4,NA,4,NA,NA
415,47,NA,7,NA,4,NA,4,NA,NA
416,47,NA,7,NA,4,NA,4,NA,NA
417,47,NA,7,NA,4,NA,4,NA,NA
418,47,NA,7,NA,4,NA,4,NA,NA
419,47,NA,7,NA,4,NA,4,NA,NA
420,47,NA,7,NA,4,NA,4,NA,NA
421,47,NA,7,NA,4,NA,4,NA,NA
422,47,NA,7,NA,4,NA,4,NA,NA
423,47,NA,7,NA,4,NA,4,NA,NA
424,47,NA,7,NA,4,NA,4,NA,NA
425,47,NA,7,NA,4,NA,4,NA,NA
426,47,NA,7,NA,4,NA,4,NA,NA
427,47,NA,7,NA,4,NA,4,NA,NA
428,47,NA,7,NA,4,NA,4,NA,NA
429,47,NA,7,NA,4,NA,4,NA,NA
430,47,NA,7,NA,4,NA,4,NA,NA
431,47,NA,7,NA,4,NA,4,NA,NA
432,47,NA,7,NA,4,NA,4,NA,NA
433,47,NA,7,NA,4,NA,4,NA,NA
434,47,NA,7,NA,4,NA,4,NA,NA
435,47,NA,7,NA,4,NA,4,NA,NA
436,47,NA,7,NA,4,NA,4,NA,NA
437,47,NA,7,NA,4,NA,4,NA,NA
438,47,NA,7,NA,4,NA,4,NA,NA
439,47,NA,7,NA,4,NA,4,NA,NA
440,47,NA,7,NA,4,NA,4,NA,NA
441,47,NA,7,NA,4,NA,4,NA,NA
442,47,NA,7,NA,4,NA,4,NA,NA
443,47,NA,7,NA,4,NA,4,NA,NA
444,47,NA,7,NA,4,NA,4,NA,NA
445,47,NA,7,NA,4,NA,4,NA,NA
446,47,NA,7,NA,4,NA,4,NA,NA
447,47,NA,7,NA,4,NA,4,NA,NA
448,47,NA,7,NA,4,NA,4,NA,NA
449,47,NA,7,NA,4,NA,4,NA,NA
450,47,NA,7,NA,4,NA,4,NA,NA
451,47,NA,7,NA,4,NA,4,NA,NA
452,47,NA,7,NA,4,NA,4,NA,NA
453,47,NA,7,NA,4,NA,4,NA,NA
454,47,NA,7,NA,4,NA,4,NA,NA
455,47,NA,7,NA,4,NA,4,NA,NA
456,47,NA,7,NA,4,NA,4,NA,NA
457,47,NA,7,NA,4,NA,4,NA,NA
458,47,NA,7,NA,4,NA,4,NA,NA
459,47,NA,7,NA,4,NA,4,NA,NA
460,47,NA,7,NA,4,NA,4,NA,NA
461,47,NA,7,NA,4,NA,4,NA,NA
462,47,NA,7,NA,4,NA,4,NA,NA
463,47,NA,7,NA,4,NA,4,NA,NA
464,47,NA,7,NA,4,NA,4,NA,NA
465,47,NA,7,NA,4,NA,4,NA,NA
466,47,NA,7,NA,4,NA,4,NA,NA
467,47,NA,7,NA,4,NA,4,NA,NA
468,47,NA,7,NA,4,NA,4,NA,NA
469,47,NA,7,NA,4,NA,4,NA,NA
470,47,NA,7,NA,4,NA,4,NA,NA
471,47,NA,7,NA,4,NA,4,NA,NA
472,47,NA,7,NA,4,NA,4,NA,NA
473,47,NA,7,NA,4,NA,4,NA,NA
474,47,NA,7,NA,4,NA,4,NA,NA
475,47,NA,7,NA,4,NA,4,NA,NA
476,47,NA,7,NA,4,NA,4,NA,NA
477,47,NA,7,NA,4,NA,4,NA,NA
478,47,NA,7,NA,4,NA,4,NA,NA
479,47,NA,7,NA,4,NA,4,NA,NA
480,47,NA,7,NA,4,NA,4,NA,NA
481,47,NA,7,NA,4,NA,4,NA,NA
482,47,NA,7,NA,4,NA,4,NA,NA
483,47,NA,7,NA,4,NA,4,NA,NA
484,47,NA,7,NA,4,NA,4,NA,NA
485,47,NA,7,NA,4,NA,4,NA,NA
486,47,NA,7,NA,4,NA,4,NA,NA
487,47,NA,7,NA,4,NA,4,NA,NA
488,47,NA,7,NA,4,NA,4,NA,NA
489,47,NA,7,NA,4,NA,4,NA,NA
490,47,NA,7,NA,4,NA,4,NA,NA
491,47,NA,7,NA,4,NA,4,NA,NA
492,47,NA,7,NA,4,NA,4,NA,NA
493,47,NA,7,NA,4,NA,4,NA,NA
494,47,NA,7,NA,4,NA,4,NA,NA
495,47,NA,7,NA,4,NA,4,NA,NA
496,47,NA,7,NA,4,NA,4,NA,NA
497,47,NA,7,NA,4,NA,4,NA,NA
498,47,NA,7,NA,4,NA,4,NA,NA
499,47,NA,7,NA,4,NA,4,NA,NA
500,47,NA,7,NA,4,NA,4,NA,NA
501,47,NA,7,NA,4,NA,4,NA,NA
502,47,NA,7,NA,4,NA,4,NA,NA
503,47,NA,7,NA,4,NA,4,NA,NA
504,47,NA,7,NA,4,NA,4,NA,NA
505,47,NA,7,NA,4,NA,4,NA,NA
506,47,NA,7,NA,4,NA,4,NA,NA
507,47,NA,7,NA,4,NA,4,NA,NA
508,47,NA,7,NA,4,NA,4,NA,NA
509,47,NA,7,NA,4,NA,4,NA,NA
510,47,NA,7,NA,4,NA,4,NA,NA
511,47,NA,7,NA,4,NA,4,NA,NA
512,47,NA,7,NA,4,NA,4,NA,NA
513,47,NA,7,NA,4,NA,4,NA,NA
514,47,NA,7,NA,4,NA,4,NA,NA
515,47,NA,7,NA,4,NA,4,NA,NA
516,47,NA,7,NA,4,NA,4,NA,NA
517,47,NA,7,NA,4,NA,4,NA,NA
518,47,NA,7,NA,4,NA,4,NA,NA
519,47,NA,7,NA,4,NA,4,NA,NA
520,47,NA,7,NA,4,NA,4,NA,NA
521,47,NA,7,NA,4,NA,4,NA,NA
522,47,NA,7,NA,4,NA,4,NA,NA
523,47,NA,7,NA,4,NA,4,NA,NA
524,47,NA,7,NA,4,NA,4,NA,NA
525,47,NA,7,NA,4,NA,4,NA,NA
526,47,NA,7,NA,4,NA,4,NA,NA
527,47,NA,7,NA,4,NA,4,NA,NA
528,47,NA,7,NA,4,NA,4,NA,NA
529,47,NA,7,NA,4,NA,4,NA,NA
530,47,NA,7,NA,4,NA,4,NA,NA
531,47,NA,7,NA,4,NA,4,NA,NA
532,47,NA,7,NA,4,NA,4,NA,NA
533,47,NA,7,NA,4,NA,4,NA,NA
534,47,NA,7,NA,4,NA,4,NA,NA
535,47,NA,7,NA,4,NA,4,NA,NA
536,47,NA,7,NA,4,NA,4,NA,NA
537,47,NA,7,NA,4,NA,4,NA,NA
538,47,NA,7,NA,4,NA,4,NA,NA
539,47,NA,7,NA,4,NA,4,NA,NA
540,47,NA,7,NA,4,NA,4,NA,NA
541,47,NA,7,NA,4,NA,4,NA,NA
542,47,NA,7,NA,4,NA,4,NA,NA
543,47,NA,7,NA,4,NA,4,NA,NA
