Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber
genesis 5,axe,mango,Pikachu_Blue,Fox_Red,NA,NA,Battlefield,P1:Pikachu_Blue,1
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,20,0,NA,NA,4,4,NA,NA,NA
1,20,0,NA,NA,4,4,NA,NA,NA
2,20,0,NA,NA,4,4,NA,NA,NA
3,20,0,NA,NA,4,4,NA,NA,NA
4,20,0,NA,NA,4,4,NA,NA,NA
5,20,0,NA,NA,4,4,NA,NA,NA
6,20,0,NA,NA,4,4,NA,NA,NA
7,20,0,NA,NA,4,4,NA,NA,NA
8,20,0,NA,NA,4,4,NA,NA,NA
9,20,0,NA,NA,4,4,NA,NA,NA
10,20,0,NA,NA,4,4,NA,NA,NA
11,20,0,NA,NA,4,4,NA,NA,NA
12,20,0,NA,NA,4,4,NA,NA,NA
13,20,0,NA,NA,4,4,NA,NA,NA
14,20,0,NA,NA,4,4,NA,NA,NA
15,20,0,NA,NA,4,4,NA,NA,NA
16,20,0,NA,NA,4,4,NA,NA,NA
17,20,0,NA,NA,4,4,NA,NA,NA
18,20,0,NA,NA,4,4,NA,NA,NA
19,20,0,NA,NA,4,4,NA,NA,NA
20,20,0,NA,NA,4,4,NA,NA,NA
21,20,0,NA,NA,4,4,NA,NA,NA
22,20,0,NA,NA,4,4,NA,NA,NA
23,20,0,NA,NA,4,4,NA,NA,NA
24,20,0,NA,NA,4,4,NA,NA,NA
25,20,0,NA,NA,4,4,NA,NA,NA
26,20,0,NA,NA,4,4,NA,NA,NA
27,29,0,NA,NA,4,4,NA,NA,NA
28,29,0,NA,NA,4,4,NA,NA,NA
29,29,0,NA,NA,4,4,NA,NA,NA
30,29,0,NA,NA,4,4,NA,NA,NA
31,29,0,NA,NA,4,4,NA,NA,NA
32,29,0,NA,NA,4,4,NA,NA,NA
33,29,0,NA,NA,4,4,NA,NA,NA
34,29,0,NA,NA,4,4,NA,NA,NA
35,29,0,NA,NA,4,4,NA,NA,NA
36,29,0,NA,NA,4,4,NA,NA,NA
37,29,0,NA,NA,4,4,NA,NA,NA
38,29,0,NA,NA,4,4,NA,NA,NA
39,29,0,NA,NA,4,4,NA,NA,NA
40,29,0,NA,NA,4,4,NA,NA,NA
41,29,0,NA,NA,4,4,NA,NA,NA
42,29,0,NA,NA,4,4,NA,NA,NA
43,29,0,NA,NA,4,4,NA,NA,NA
44,29,0,NA,NA,4,4,NA,NA,NA
45,29,0,NA,NA,4,4,NA,NA,NA
46,29,0,NA,NA,4,4,NA,NA,NA
47,29,0,NA,NA,4,4,NA,NA,NA
48,29,0,NA,NA,4,4,NA,NA,NA
49,35,0,NA,NA,4,4,NA,NA,NA
50,35,0,NA,NA,4,4,NA,NA,NA
51,35,0,NA,NA,4,4,NA,NA,NA
52,35,0,NA,NA,4,4,NA,NA,NA
53,35,0,NA,NA,4,4,NA,NA,NA
54,35,0,NA,NA,4,4,NA,NA,NA
55,35,0,NA,NA,4,4,NA,NA,NA
56,35,0,NA,NA,4,4,NA,NA,NA
57,35,0,NA,NA,4,4,NA,NA,NA
58,35,0,NA,NA,4,4,NA,NA,NA
59,35,0,NA,NA,4,4,NA,NA,NA
60,35,0,NA,NA,4,4,NA,NA,NA
61,35,0,NA,NA,4,4,NA,NA,NA
62,35,0,NA,NA,4,4,NA,NA,NA
63,35,0,NA,NA,4,4,NA,NA,NA
64,35,0,NA,NA,4,4,NA,NA,NA
65,35,0,NA,NA,4,4,NA,NA,NA
66,35,0,NA,NA,4,4,NA,NA,NA
67,35,0,NA,NA,4,4,NA,NA,NA
68,35,0,NA,NA,4,4,NA,NA,NA
69,35,0,NA,NA,4,4,NA,NA,NA
70,35,0,NA,NA,4,4,NA,NA,NA
71,35,0,NA,NA,4,4,NA,NA,NA
72,35,0,NA,NA,4,4,NA,NA,NA
73,35,0,NA,NA,4,4,NA,NA,NA
74,35,0,NA,NA,4,4,NA,NA,NA
75,35,0,NA,NA,4,4,NA,NA,NA
76,35,0,NA,NA,4,4,NA,NA,NA
77,35,0,NA,NA,4,4,NA,NA,NA
78,35,0,NA,NA,4,4,NA,NA,NA
79,35,0,NA,NA,4,4,NA,NA,NA
80,35,0,NA,NA,4,4,NA,NA,NA
81,35,0,NA,NA,4,4,NA,NA,NA
82,35,0,NA,NA,4,4,NA,NA,NA
83,35,0,NA,NA,4,4,NA,NA,NA
84,35,0,NA,NA,4,4,NA,NA,NA
85,35,0,NA,NA,4,4,NA,NA,NA
86,35,0,NA,NA,4,4,NA,NA,NA
87,35,0,NA,NA,4,4,NA,NA,NA
88,35,0,NA,NA,4,4,NA,NA,NA
89,35,0,NA,NA,4,4,NA,NA,NA
90,35,0,NA,NA,4,4,NA,NA,NA
91,35,0,NA,NA,4,4,NA,NA,NA
92,35,0,NA,NA,4,4,NA,NA,NA
93,35,0,NA,NA,4,4,NA,NA,NA
94,35,0,NA,NA,4,4,NA,NA,NA
95,35,0,NA,NA,4,4,NA,NA,NA
96,35,0,NA,NA,4,4,NA,NA,NA
97,35,0,NA,NA,4,4,NA,NA,NA
98,35,0,NA,NA,4,4,NA,NA,NA
99,35,0,NA,NA,4,4,NA,NA,NA
100,35,0,NA,NA,4,4,NA,NA,NA
101,35,0,NA,NA,4,4,NA,NA,NA
102,35,0,NA,NA,4,4,NA,NA,NA
103,35,0,NA,NA,4,4,NA,NA,NA
104,35,0,NA,NA,4,4,NA,NA,NA
105,35,0,NA,NA,4,4,NA,NA,NA
106,35,0,NA,NA,4,4,NA,NA,NA
107,35,0,NA,NA,4,4,NA,NA,NA
108,35,0,NA,NA,4,4,NA,NA,NA
109,35,0,NA,NA,4,4,NA,NA,NA
110,35,0,NA,NA,4,4,NA,NA,NA
111,35,0,NA,NA,4,4,NA,NA,NA
112,35,0,NA,NA,4,4,NA,NA,NA
113,35,0,NA,NA,4,4,NA,NA,NA
114,35,0,NA,NA,4,4,NA,NA,NA
115,35,0,NA,NA,4,4,NA,NA,NA
116,35,0,NA,NA,4,4,NA,NA,NA
117,35,0,NA,NA,4,4,NA,NA,NA
118,35,0,NA,NA,4,4,NA,NA,NA
119,35,0,NA,NA,4,4,NA,NA,NA
120,35,0,NA,NA,4,4,NA,NA,NA
121,35,0,NA,NA,4,4,NA,NA,NA
122,35,0,NA,NA,4,4,NA,NA,NA
123,35,0,NA,NA,4,4,NA,NA,NA
124,35,0,NA,NA,4,4,NA,NA,NA
125,35,0,NA,NA,4,4,NA,NA,NA
126,35,0,NA,NA,4,4,NA,NA,NA
127,46,0,NA,NA,4,4,NA,NA,NA
128,46,0,NA,NA,4,4,NA,NA,NA
129,46,0,NA,NA,4,4,NA,NA,NA
130,46,0,NA,NA,4,4,NA,NA,NA
131,46,0,NA,NA,4,4,NA,NA,NA
132,46,0,NA,NA,4,4,NA,NA,NA
133,46,0,NA,NA,4,4,NA,NA,NA
134,46,0,NA,NA,4,4,NA,NA,NA
135,46,0,NA,NA,4,4,NA,NA,NA
136,46,0,NA,NA,4,4,NA,NA,NA
137,46,0,NA,NA,4,4,NA,NA,NA
138,46,0,NA,NA,4,4,NA,NA,NA
139,46,0,NA,NA,4,4,NA,NA,NA
140,46,0,NA,NA,4,4,NA,NA,NA
141,46,0,NA,NA,4,4,NA,NA,NA
142,46,0,NA,NA,4,4,NA,NA,NA
143,46,0,NA,NA,4,4,NA,NA,NA
144,46,0,NA,NA,4,4,NA,NA,NA
145,46,0,NA,NA,4,4,NA,NA,NA
146,46,0,NA,NA,4,4,NA,NA,NA
147,46,0,NA,NA,4,4,NA,NA,NA
148,56,0,NA,NA,4,4,NA,NA,NA
149,56,0,NA,NA,4,4,NA,NA,NA
150,56,0,NA,NA,4,4,NA,NA,NA
151,56,0,NA,NA,4,4,NA,NA,NA
152,56,0,NA,NA,4,4,NA,NA,NA
153,56,0,NA,NA,4,4,NA,NA,NA
154,56,0,NA,NA,4,4,NA,NA,NA
155,56,0,NA,NA,4,4,NA,NA,NA
156,56,0,NA,NA,4,4,NA,NA,NA
157,56,0,NA,NA,4,4,NA,NA,NA
158,56,0,NA,NA,4,4,NA,NA,NA
159,56,0,NA,NA,4,4,NA,NA,NA
160,56,0,NA,NA,4,4,NA,NA,NA
161,56,0,NA,NA,4,4,NA,NA,NA
162,56,0,NA,NA,4,4,NA,NA,NA
163,56,0,NA,NA,4,4,NA,NA,NA
164,56,0,NA,NA,4,4,NA,NA,NA
165,56,0,NA,NA,4,4,NA,NA,NA
166,56,0,NA,NA,4,4,NA,NA,NA
167,56,0,NA,NA,4,4,NA,NA,NA
168,56,0,NA,NA,4,4,NA,NA,NA
169,56,0,NA,NA,4,4,NA,NA,NA
170,56,0,NA,NA,4,4,NA,NA,NA
171,56,0,NA,NA,4,4,NA,NA,NA
172,56,0,NA,NA,4,4,NA,NA,NA
173,56,0,NA,NA,4,4,NA,NA,NA
174,56,0,NA,NA,4,4,NA,NA,NA
175,56,0,NA,NA,4,4,NA,NA,NA
176,56,0,NA,NA,4,4,NA,NA,NA
177,56,0,NA,NA,4,4,NA,NA,NA
178,56,0,NA,NA,4,4,NA,NA,NA
179,56,0,NA,NA,4,4,NA,NA,NA
180,56,0,NA,NA,4,4,NA,NA,NA
181,56,0,NA,NA,4,4,NA,NA,NA
182,56,0,NA,NA,4,4,NA,NA,NA
183,56,0,NA,NA,4,4,NA,NA,NA
184,56,0,NA,NA,4,4,NA,NA,NA
185,56,0,NA,NA,4,4,NA,NA,NA
186,56,0,NA,NA,4,4,NA,NA,NA
187,56,0,NA,NA,4,4,NA,NA,NA
188,56,0,NA,NA,4,4,NA,NA,NA
189,56,0,NA,NA,4,4,NA,NA,NA
190,56,0,NA,NA,4,4,NA,NA,NA
191,56,0,NA,NA,4,4,NA,NA,NA
192,56,0,NA,NA,4,4,NA,NA,NA
193,56,0,NA,NA,4,4,NA,NA,NA
194,56,0,NA,NA,4,4,NA,NA,NA
195,56,0,NA,NA,4,4,NA,NA,NA
196,56,0,NA,NA,4,4,NA,NA,NA
197,56,0,NA,NA,4,4,NA,NA,NA
198,56,0,NA,NA,4,4,NA,NA,NA
199,56,0,NA,NA,4,4,NA,NA,NA
200,56,0,NA,NA,4,4,NA,NA,NA
201,56,0,NA,NA,4,4,NA,NA,NA
202,56,0,NA,NA,4,4,NA,NA,NA
203,56,0,NA,NA,4,4,NA,NA,NA
204,56,0,NA,NA,4,4,NA,NA,NA
205,56,0,NA,NA,4,4,NA,NA,NA
206,56,0,NA,NA,4,4,NA,NA,NA
207,56,0,NA,NA,4,4,NA,NA,NA
208,56,0,NA,NA,4,4,NA,NA,NA
209,56,0,NA,NA,4,4,NA,NA,NA
210,56,0,NA,NA,4,4,NA,NA,NA
211,56,0,NA,NA,4,4,NA,NA,NA
212,56,0,NA,NA,4,4,NA,NA,NA
213,56,0,NA,NA,4,4,NA,NA,NA
214,56,0,NA,NA,4,4,NA,NA,NA
215,56,0,NA,NA,4,4,NA,NA,NA
216,56,0,NA,NA,4,4,NA,NA,NA
217,56,0,NA,NA,4,4,NA,NA,NA
218,56,0,NA,NA,4,4,NA,NA,NA
219,56,0,NA,NA,4,4,NA,NA,NA
220,56,0,NA,NA,4,4,NA,NA,NA
221,56,0,NA,NA,4,4,NA,NA,NA
222,56,0,NA,NA,4,4,NA,NA,NA
223,56,0,NA,NA,4,4,NA,NA,NA
224,56,0,NA,NA,4,4,NA,NA,NA
225,56,12,NA,NA,4,4,NA,NA,NA
226,56,12,NA,NA,4,4,NA,NA,NA
227,56,12,NA,NA,4,4,NA,NA,NA
228,56,12,NA,NA,4,4,NA,NA,NA
229,56,12,NA,NA,4,4,NA,NA,NA
230,56,12,NA,NA,4,4,NA,NA,NA
231,56,12,NA,NA,4,4,NA,NA,NA
232,56,12,NA,NA,4,4,NA,NA,NA
233,56,12,NA,NA,4,4,NA,NA,NA
234,56,12,NA,NA,4,4,NA,NA,NA
235,56,12,NA,NA,4,4,NA,NA,NA
236,56,12,NA,NA,4,4,NA,NA,NA
237,56,12,NA,NA,4,4,NA,NA,NA
238,56,12,NA,NA,4,4,NA,NA,NA
239,56,12,NA,NA,4,4,NA,NA,NA
240,56,12,NA,NA,4,4,NA,NA,NA
241,56,12,NA,NA,4,4,NA,NA,NA
242,56,12,NA,NA,4,4,NA,NA,NA
243,56,12,NA,NA,4,4,NA,NA,NA
244,56,12,NA,NA,4,4,NA,NA,NA
245,56,12,NA,NA,4,4,NA,NA,NA
246,56,12,NA,NA,4,4,NA,NA,NA
247,56,12,NA,NA,4,4,NA,NA,NA
248,56,12,NA,NA,4,4,NA,NA,NA
249,56,12,NA,NA,4,4,NA,NA,NA
250,56,12,NA,NA,4,4,NA,NA,NA
251,56,12,NA,NA,4,4,NA,NA,NA
252,56,12,NA,NA,4,4,NA,NA,NA
253,56,12,NA,NA,4,4,NA,NA,NA
254,56,12,NA,NA,4,4,NA,NA,NA
255,56,12,NA,NA,4,4,NA,NA,NA
256,56,12,NA,NA,4,4,NA,NA,NA
257,56,12,NA,NA,4,4,NA,NA,NA
258,56,12,NA,NA,4,4,NA,NA,NA
259,56,12,NA,NA,4,4,NA,NA,NA
260,56,12,NA,NA,4,4,NA,NA,NA
261,56,12,NA,NA,4,4,NA,NA,NA
262,70,12,NA,NA,4,4,NA,NA,NA
263,70,12,NA,NA,4,4,NA,NA,NA
264,70,12,NA,NA,4,4,NA,NA,NA
265,70,12,NA,NA,4,4,NA,NA,NA
266,70,12,NA,NA,4,4,NA,NA,NA
267,70,12,NA,NA,4,4,NA,NA,NA
268,70,12,NA,NA,4,4,NA,NA,NA
269,70,12,NA,NA,4,4,NA,NA,NA
270,70,12,NA,NA,4,4,NA,NA,NA
271,70,12,NA,NA,4,4,NA,NA,NA
272,70,12,NA,NA,4,4,NA,NA,NA
273,70,12,NA,NA,4,4,NA,NA,NA
274,70,12,NA,NA,4,4,NA,NA,NA
275,70,12,NA,NA,4,4,NA,NA,NA
276,70,12,NA,NA,4,4,NA,NA,NA
277,70,12,NA,NA,4,4,NA,NA,NA
278,70,12,NA,NA,4,4,NA,NA,NA
279,70,12,NA,NA,4,4,NA,NA,NA
280,70,12,NA,NA,4,4,NA,NA,NA
281,70,12,NA,NA,4,4,NA,NA,NA
282,70,12,NA,NA,4,4,NA,NA,NA
283,70,12,NA,NA,4,4,NA,NA,NA
284,70,12,NA,NA,4,4,NA,NA,NA
285,70,12,NA,NA,4,4,NA,NA,NA
286,70,12,NA,NA,4,4,NA,NA,NA
287,70,12,NA,NA,4,4,NA,NA,NA
288,70,12,NA,NA,4,4,NA,NA,NA
289,70,12,NA,NA,4,4,NA,NA,NA
290,70,12,NA,NA,4,4,NA,NA,NA
291,70,12,NA,NA,4,4,NA,NA,NA
292,70,12,NA,NA,4,4,NA,NA,NA
293,70,12,NA,NA,4,4,NA,NA,NA
294,70,12,NA,NA,4,4,NA,NA,NA
295,70,12,NA,NA,4,4,NA,NA,NA
296,70,12,NA,NA,4,4,NA,NA,NA
297,70,12,NA,NA,4,4,NA,NA,NA
298,70,12,NA,NA,4,4,NA,NA,NA
299,70,12,NA,NA,4,4,NA,NA,NA
300,70,12,NA,NA,4,4,NA,NA,NA
301,70,12,NA,NA,4,4,NA,NA,NA
302,70,12,NA,NA,4,4,NA,NA,NA
303,70,12,NA,NA,4,4,NA,NA,NA
304,70,12,NA,NA,4,4,NA,NA,NA
305,70,12,NA,NA,4,4,NA,NA,NA
306,70,12,NA,NA,4,4,NA,NA,NA
307,70,12,NA,NA,4,4,NA,NA,NA
308,70,12,NA,NA,4,4,NA,NA,NA
309,70,12,NA,NA,4,4,NA,NA,NA
310,70,12,NA,NA,4,4,NA,NA,NA
311,70,12,NA,NA,4,4,NA,NA,NA
312,70,12,NA,NA,4,4,NA,NA,NA
313,70,12,NA,NA,4,4,NA,NA,NA
314,70,12,NA,NA,4,4,NA,NA,NA
315,70,12,NA,NA,4,4,NA,NA,NA
316,70,12,NA,NA,4,4,NA,NA,NA
317,70,12,NA,NA,4,4,NA,NA,NA
318,70,12,NA,NA,4,4,NA,NA,NA
319,70,12,NA,NA,4,4,NA,NA,NA
320,70,12,NA,NA,4,4,NA,NA,NA
321,70,12,NA,NA,4,4,NA,NA,NA
322,70,12,NA,NA,4,4,NA,NA,NA
323,70,12,NA,NA,4,4,NA,NA,NA
324,70,12,NA,NA,4,4,NA,NA,NA
325,70,12,NA,NA,4,4,NA,NA,NA
326,89,12,NA,NA,4,4,NA,NA,NA
327,89,12,NA,NA,4,4,NA,NA,NA
328,89,12,NA,NA,4,4,NA,NA,NA
329,89,12,NA,NA,4,4,NA,NA,NA
330,89,12,NA,NA,4,4,NA,NA,NA
331,89,12,NA,NA,4,4,NA,NA,NA
332,89,12,NA,NA,4,4,NA,NA,NA
333,89,12,NA,NA,4,4,NA,NA,NA
334,89,12,NA,NA,4,4,NA,NA,NA
335,89,12,NA,NA,4,4,NA,NA,NA
336,89,12,NA,NA,4,4,NA,NA,NA
337,89,12,NA,NA,4,4,NA,NA,NA
338,89,12,NA,NA,4,4,NA,NA,NA
339,89,12,NA,NA,4,4,NA,NA,NA
340,89,12,NA,NA,4,4,NA,NA,NA
341,89,12,NA,NA,4,4,NA,NA,NA
342,89,12,NA,NA,4,4,NA,NA,NA
343,89,12,NA,NA,4,4,NA,NA,NA
344,89,12,NA,NA,4,4,NA,NA,NA
345,89,12,NA,NA,4,4,NA,NA,NA
346,89,12,NA,NA,4,4,NA,NA,NA
347,89,12,NA,NA,4,4,NA,NA,NA
348,89,12,NA,NA,4,4,NA,NA,NA
349,89,12,NA,NA,4,4,NA,NA,NA
350,89,12,NA,NA,4,4,NA,NA,NA
351,89,12,NA,NA,4,4,NA,NA,NA
352,89,12,NA,NA,4,4,NA,NA,NA
353,89,12,NA,NA,4,4,NA,NA,NA
354,89,12,NA,NA,4,4,NA,NA,NA
355,89,12,NA,NA,4,4,NA,NA,NA
356,89,12,NA,NA,4,4,NA,NA,NA
357,89,12,NA,NA,4,4,NA,NA,NA
358,89,12,NA,NA,4,4,NA,NA,NA
359,89,12,NA,NA,4,4,NA,NA,NA
360,89,12,NA,NA,4,4,NA,NA,NA
361,89,12,NA,NA,4,4,NA,NA,NA
362,89,12,NA,NA,4,4,NA,NA,NA
363,89,12,NA,NA,4,4,NA,NA,NA
364,89,12,NA,NA,4,4,NA,NA,NA
365,89,12,NA,NA,4,4,NA,NA,NA
366,89,12,NA,NA,4,4,NA,NA,NA
367,89,12,NA,NA,4,4,NA,NA,NA
368,89,12,NA,NA,4,4,NA,NA,NA
369,89,12,NA,NA,4,4,NA,NA,NA
370,89,12,NA,NA,4,4,NA,NA,NA
371,89,12,NA,NA,4,4,NA,NA,NA
