Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber
genesis 5,leffen,hbox,Fox_Original,NA,NA,JigglyPuff_Green,Final Destination,P1:Fox_Original,4
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,0,NA,NA,0,4,NA,NA,4,NA
1,0,NA,NA,0,4,NA,NA,4,NA
2,0,NA,NA,0,4,NA,NA,4,NA
3,0,NA,NA,0,4,NA,NA,4,NA
4,0,NA,NA,0,4,NA,NA,4,NA
5,0,NA,NA,0,4,NA,NA,4,NA
6,0,NA,NA,0,4,NA,NA,4,NA
7,0,NA,NA,0,4,NA,NA,4,NA
8,0,NA,NA,0,4,NA,NA,4,NA
9,0,NA,NA,0,4,NA,NA,4,NA
10,0,NA,NA,0,4,NA,NA,4,NA
11,0,NA,NA,0,4,NA,NA,4,NA
12,0,NA,NA,0,4,NA,NA,4,NA
13,0,NA,NA,0,4,NA,NA,4,NA
14,0,NA,NA,0,4,NA,NA,4,NA
15,0,NA,NA,0,4,NA,NA,4,NA
16,0,NA,NA,0,4,NA,NA,4,NA
17,0,NA,NA,0,4,NA,NA,4,NA
18,0,NA,NA,0,4,NA,NA,4,NA
19,0,NA,NA,0,4,NA,NA,4,NA
20,0,NA,NA,0,4,NA,NA,4,NA
21,0,NA,NA,0,4,NA,NA,4,NA
22,0,NA,NA,0,4,NA,NA,4,NA
23,0,NA,NA,0,4,NA,NA,4,NA
24,0,NA,NA,0,4,NA,NA,4,NA
25,0,NA,NA,0,4,NA,NA,4,NA
26,0,NA,NA,0,4,NA,NA,4,NA
27,0,NA,NA,0,4,NA,NA,4,NA
28,0,NA,NA,0,4,NA,NA,4,NA
29,0,NA,NA,0,4,NA,NA,4,NA
30,0,NA,NA,0,4,NA,NA,4,NA
31,0,NA,NA,0,4,NA,NA,4,NA
32,0,NA,NA,0,4,NA,NA,4,NA
33,0,NA,NA,0,4,NA,NA,4,NA
34,0,NA,NA,0,4,NA,NA,4,NA
35,0,NA,NA,0,4,NA,NA,4,NA
36,0,NA,NA,0,4,NA,NA,4,NA
37,0,NA,NA,0,4,NA,NA,4,NA
38,0,NA,NA,0,4,NA,NA,4,NA
39,0,NA,NA,0,4,NA,NA,4,NA
40,0,NA,NA,0,4,NA,NA,4,NA
41,0,NA,NA,0,4,NA,NA,4,NA
42,0,NA,NA,0,4,NA,NA,4,NA
43,0,NA,NA,0,4,NA,NA,4,NA
44,0,NA,NA,0,4,NA,NA,4,NA
45,0,NA,NA,0,4,NA,NA,4,NA
46,0,NA,NA,0,4,NA,NA,4,NA
47,0,NA,NA,0,4,NA,NA,4,NA
48,0,NA,NA,0,4,NA,NA,4,NA
49,0,NA,NA,0,4,NA,NA,4,NA
50,0,NA,NA,0,4,NA,NA,4,NA
51,0,NA,NA,0,4,NA,NA,4,NA
52,0,NA,NA,0,4,NA,NA,4,NA
53,0,NA,NA,0,4,NA,NA,4,NA
54,0,NA,NA,0,4,NA,NA,4,NA
55,0,NA,NA,0,4,NA,NA,4,NA
56,0,NA,NA,0,4,NA,NA,4,NA
57,0,NA,NA,0,4,NA,NA,4,NA
58,0,NA,NA,0,4,NA,NA,4,NA
59,0,NA,NA,0,4,NA,NA,4,NA
60,0,NA,NA,0,4,NA,NA,4,NA
61,0,NA,NA,0,4,NA,NA,4,NA
62,0,NA,NA,0,4,NA,NA,4,NA
63,0,NA,NA,0,4,NA,NA,4,NA
64,0,NA,NA,0,4,NA,NA,4,NA
65,0,NA,NA,0,4,NA,NA,4,NA
66,0,NA,NA,0,4,NA,NA,4,NA
67,0,NA,NA,0,4,NA,NA,4,NA
68,0,NA,NA,0,4,NA,NA,4,NA
69,0,NA,NA,0,4,NA,NA,4,NA
70,0,NA,NA,0,4,NA,NA,4,NA
71,0,NA,NA,0,4,NA,NA,4,NA
72,0,NA,NA,0,4,NA,NA,4,NA
73,0,NA,NA,0,4,NA,NA,4,NA
74,0,NA,NA,0,4,NA,NA,4,NA
75,0,NA,NA,0,4,NA,NA,4,NA
76,0,NA,NA,0,4,NA,NA,4,NA
77,0,NA,NA,0,4,NA,NA,4,NA
78,0,NA,NA,0,4,NA,NA,4,NA
79,0,NA,NA,0,4,NA,NA,4,NA
80,0,NA,NA,0,4,NA,NA,4,NA
81,0,NA,NA,0,4,NA,NA,4,NA
82,0,NA,NA,0,4,NA,NA,4,NA
83,0,NA,NA,0,4,NA,NA,4,NA
84,0,NA,NA,0,4,NA,NA,4,NA
85,0,NA,NA,0,4,NA,NA,4,NA
86,0,NA,NA,0,4,NA,NA,4,NA
87,0,NA,NA,3,4,NA,NA,4,NA
88,0,NA,NA,3,4,NA,NA,4,NA
89,0,NA,NA,3,4,NA,NA,4,NA
90,0,NA,NA,3,4,NA,NA,4,NA
91,0,NA,NA,3,4,NA,NA,4,NA
92,0,NA,NA,3,4,NA,NA,4,NA
93,0,NA,NA,3,4,NA,NA,4,NA
