Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber
genesis 5,armada,lucky,Peach_Original,Fox_Red,NA,NA,Pokemon Stadium,P1:Peach_Original,3
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,0,0,NA,NA,4,4,NA,NA,NA
1,0,0,NA,NA,4,4,NA,NA,NA
2,0,0,NA,NA,4,4,NA,NA,NA
3,0,0,NA,NA,4,4,NA,NA,NA
4,0,0,NA,NA,4,4,NA,NA,NA
5,0,0,NA,NA,4,4,NA,NA,NA
6,0,0,NA,NA,4,4,NA,NA,NA
7,0,0,NA,NA,4,4,NA,NA,NA
8,0,0,NA,NA,4,4,NA,NA,NA
9,0,0,NA,NA,4,4,NA,NA,NA
10,0,0,NA,NA,4,4,NA,NA,NA
11,0,0,NA,NA,4,4,NA,NA,NA
12,0,0,NA,NA,4,4,NA,NA,NA
13,0,0,NA,NA,4,4,NA,NA,NA
14,0,0,NA,NA,4,4,NA,NA,NA
15,0,0,NA,NA,4,4,NA,NA,NA
16,0,0,NA,NA,4,4,NA,NA,NA
17,0,0,NA,NA,4,4,NA,NA,NA
18,0,0,NA,NA,4,4,NA,NA,NA
19,0,0,NA,NA,4,4,NA,NA,NA
20,0,0,NA,NA,4,4,NA,NA,NA
21,0,0,NA,NA,4,4,NA,NA,NA
22,0,0,NA,NA,4,4,NA,NA,NA
23,0,0,NA,NA,4,4,NA,NA,NA
24,0,0,NA,NA,4,4,NA,NA,NA
25,0,0,NA,NA,4,4,NA,NA,NA
26,0,0,NA,NA,4,4,NA,NA,NA
27,0,0,NA,NA,4,4,NA,NA,NA
28,0,0,NA,NA,4,4,NA,NA,NA
29,0,0,NA,NA,4,4,NA,NA,NA
30,0,0,NA,NA,4,4,NA,NA,NA
31,0,0,NA,NA,4,4,NA,NA,NA
32,0,0,NA,NA,4,4,NA,NA,NA
33,0,0,NA,NA,4,4,NA,NA,NA
34,0,0,NA,NA,4,4,NA,NA,NA
35,0,0,NA,NA,4,4,NA,NA,NA
36,16,0,NA,NA,4,4,NA,NA,NA
37,16,0,NA,NA,4,4,NA,NA,NA
38,16,0,NA,NA,4,4,NA,NA,NA
39,16,0,NA,NA,4,4,NA,NA,NA
40,16,0,NA,NA,4,4,NA,NA,NA
41,16,0,NA,NA,4,4,NA,NA,NA
42,16,0,NA,NA,4,4,NA,NA,NA
43,16,0,NA,NA,4,4,NA,NA,NA
44,16,0,NA,NA,4,4,NA,NA,NA
45,16,0,NA,NA,4,4,NA,NA,NA
46,16,0,NA,NA,4,4,NA,NA,NA
47,16,0,NA,NA,4,4,NA,NA,NA
48,16,0,NA,NA,4,4,NA,NA,NA
49,16,0,NA,NA,4,4,NA,NA,NA
50,16,0,NA,NA,4,4,NA,NA,NA
51,16,0,NA,NA,4,4,NA,NA,NA
52,16,0,NA,NA,4,4,NA,NA,NA
53,31,0,NA,NA,4,4,NA,NA,NA
54,31,0,NA,NA,4,4,NA,NA,NA
55,31,0,NA,NA,4,4,NA,NA,NA
56,31,0,NA,NA,4,4,NA,NA,NA
57,31,0,NA,NA,4,4,NA,NA,NA
58,31,0,NA,NA,4,4,NA,NA,NA
59,31,0,NA,NA,4,4,NA,NA,NA
60,31,0,NA,NA,4,4,NA,NA,NA
61,31,0,NA,NA,4,4,NA,NA,NA
62,31,0,NA,NA,4,4,NA,NA,NA
63,31,0,NA,NA,4,4,NA,NA,NA
64,31,0,NA,NA,4,4,NA,NA,NA
65,31,0,NA,NA,4,4,NA,NA,NA
66,31,0,NA,NA,4,4,NA,NA,NA
67,31,0,NA,NA,4,4,NA,NA,NA
68,31,0,NA,NA,4,4,NA,NA,NA
69,31,0,NA,NA,4,4,NA,NA,NA
70,31,0,NA,NA,4,4,NA,NA,NA
71,31,0,NA,NA,4,4,NA,NA,NA
72,31,0,NA,NA,4,4,NA,NA,NA
73,31,0,NA,NA,4,4,NA,NA,NA
74,31,0,NA,NA,4,4,NA,NA,NA
75,31,0,NA,NA,4,4,NA,NA,NA
76,31,0,NA,NA,4,4,NA,NA,NA
77,31,0,NA,NA,4,4,NA,NA,NA
78,31,0,NA,NA,4,4,NA,NA,NA
79,31,0,NA,NA,4,4,NA,NA,NA
80,31,0,NA,NA,4,4,NA,NA,NA
81,31,0,NA,NA,4,4,NA,NA,NA
82,31,0,NA,NA,4,4,NA,NA,NA
83,31,0,NA,NA,4,4,NA,NA,NA
84,31,0,NA,NA,4,4,NA,NA,NA
85,31,0,NA,NA,4,4,NA,NA,NA
86,31,0,NA,NA,4,4,NA,NA,NA
87,31,0,NA,NA,4,4,NA,NA,NA
88,31,0,NA,NA,4,4,NA,NA,NA
89,31,0,NA,NA,4,4,NA,NA,NA
90,31,0,NA,NA,4,4,NA,NA,NA
91,31,0,NA,NA,4,4,NA,NA,NA
92,31,0,NA,NA,4,4,NA,NA,NA
93,31,0,NA,NA,4,4,NA,NA,NA
94,31,0,NA,NA,4,4,NA,NA,NA
95,31,0,NA,NA,4,4,NA,NA,NA
96,31,0,NA,NA,4,4,NA,NA,NA
97,31,0,NA,NA,4,4,NA,NA,NA
98,31,0,NA,NA,4,4,NA,NA,NA
99,31,0,NA,NA,4,4,NA,NA,NA
100,31,0,NA,NA,4,4,NA,NA,NA
101,31,0,NA,NA,4,4,NA,NA,NA
102,31,0,NA,NA,4,4,NA,NA,NA
103,31,0,NA,NA,4,4,NA,NA,NA
104,31,0,NA,NA,4,4,NA,NA,NA
105,31,37,NA,NA,4,4,NA,NA,NA
106,31,37,NA,NA,4,4,NA,NA,NA
107,31,37,NA,NA,4,4,NA,NA,NA
108,31,37,NA,NA,4,4,NA,NA,NA
109,31,37,NA,NA,4,4,NA,NA,NA
110,31,37,NA,NA,4,4,NA,NA,NA
111,31,37,NA,NA,4,4,NA,NA,NA
112,31,37,NA,NA,4,4,NA,NA,NA
113,31,37,NA,NA,4,4,NA,NA,NA
114,31,37,NA,NA,4,4,NA,NA,NA
115,31,37,NA,NA,4,4,NA,NA,NA
116,31,37,NA,NA,4,4,NA,NA,NA
117,31,37,NA,NA,4,4,NA,NA,NA
118,31,37,NA,NA,4,4,NA,NA,NA
119,31,37,NA,NA,4,4,NA,NA,NA
120,31,37,NA,NA,4,4,NA,NA,NA
121,31,37,NA,NA,4,4,NA,NA,NA
122,31,37,NA,NA,4,4,NA,NA,NA
123,31,37,NA,NA,4,4,NA,NA,NA
124,31,37,NA,NA,4,4,NA,NA,NA
125,31,37,NA,NA,4,4,NA,NA,NA
126,31,37,NA,NA,4,4,NA,NA,NA
127,31,37,NA,NA,4,4,NA,NA,NA
128,31,37,NA,NA,4,4,NA,NA,NA
129,31,49,NA,NA,4,4,NA,NA,NA
130,31,49,NA,NA,4,4,NA,NA,NA
131,31,49,NA,NA,4,4,NA,NA,NA
132,31,49,NA,NA,4,4,NA,NA,NA
133,31,49,NA,NA,4,4,NA,NA,NA
134,31,49,NA,NA,4,4,NA,NA,NA
135,31,49,NA,NA,4,4,NA,NA,NA
136,31,49,NA,NA,4,4,NA,NA,NA
137,31,49,NA,NA,4,4,NA,NA,NA
138,31,49,NA,NA,4,4,NA,NA,NA
139,31,49,NA,NA,4,4,NA,NA,NA
140,31,49,NA,NA,4,4,NA,NA,NA
141,31,49,NA,NA,4,4,NA,NA,NA
142,31,49,NA,NA,4,4,NA,NA,NA
143,31,49,NA,NA,4,4,NA,NA,NA
144,31,49,NA,NA,4,4,NA,NA,NA
145,31,49,NA,NA,4,4,NA,NA,NA
146,31,49,NA,NA,4,4,NA,NA,NA
147,31,49,NA,NA,4,4,NA,NA,NA
148,31,49,NA,NA,4,4,NA,NA,NA
149,31,49,NA,NA,4,4,NA,NA,NA
150,31,49,NA,NA,4,4,NA,NA,NA
151,31,49,NA,NA,4,4,NA,NA,NA
152,31,49,NA,NA,4,4,NA,NA,NA
153,31,49,NA,NA,4,4,NA,NA,NA
154,31,49,NA,NA,4,4,NA,NA,NA
155,31,49,NA,NA,4,4,NA,NA,NA
156,31,49,NA,NA,4,4,NA,NA,NA
157,31,49,NA,NA,4,4,NA,NA,NA
158,31,49,NA,NA,4,4,NA,NA,NA
159,31,49,NA,NA,4,4,NA,NA,NA
160,31,49,NA,NA,4,4,NA,NA,NA
161,31,49,NA,NA,4,4,NA,NA,NA
162,31,49,NA,NA,4,4,NA,NA,NA
163,31,49,NA,NA,4,4,NA,NA,NA
164,31,49,NA,NA,4,4,NA,NA,NA
165,31,49,NA,NA,4,4,NA,NA,NA
166,31,49,NA,NA,4,4,NA,NA,NA
167,31,49,NA,NA,4,4,NA,NA,NA
168,31,49,NA,NA,4,4,NA,NA,NA
169,31,49,NA,NA,4,4,NA,NA,NA
170,31,49,NA,NA,4,4,NA,NA,NA
171,31,63,NA,NA,4,4,NA,NA,NA
172,31,63,NA,NA,4,4,NA,NA,NA
173,31,63,NA,NA,4,4,NA,NA,NA
174,31,63,NA,NA,4,4,NA,NA,NA
175,31,63,NA,NA,4,4,NA,NA,NA
176,31,63,NA,NA,4,4,NA,NA,NA
177,31,63,NA,NA,4,4,NA,NA,NA
178,31,63,NA,NA,4,4,NA,NA,NA
179,31,63,NA,NA,4,4,NA,NA,NA
180,31,63,NA,NA,4,4,NA,NA,NA
181,31,63,NA,NA,4,4,NA,NA,NA
182,31,63,NA,NA,4,4,NA,NA,NA
183,31,63,NA,NA,4,4,NA,NA,NA
184,31,63,NA,NA,4,4,NA,NA,NA
185,31,63,NA,NA,4,4,NA,NA,NA
186,31,63,NA,NA,4,4,NA,NA,NA
187,31,63,NA,NA,4,4,NA,NA,NA
188,31,63,NA,NA,4,4,NA,NA,NA
189,31,63,NA,NA,4,4,NA,NA,NA
190,31,63,NA,NA,4,4,NA,NA,NA
191,31,63,NA,NA,4,4,NA,NA,NA
192,31,63,NA,NA,4,4,NA,NA,NA
193,31,63,NA,NA,4,4,NA,NA,NA
194,31,63,NA,NA,4,4,NA,NA,NA
195,31,63,NA,NA,4,4,NA,NA,NA
196,31,76,NA,NA,4,4,NA,NA,NA
197,31,76,NA,NA,4,4,NA,NA,NA
198,31,76,NA,NA,4,4,NA,NA,NA
199,31,76,NA,NA,4,4,NA,NA,NA
200,31,76,NA,NA,4,4,NA,NA,NA
201,31,76,NA,NA,4,4,NA,NA,NA
202,31,76,NA,NA,4,4,NA,NA,NA
203,31,76,NA,NA,4,4,NA,NA,NA
204,31,76,NA,NA,4,4,NA,NA,NA
205,31,76,NA,NA,4,4,NA,NA,NA
