Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber
genesis 5,leffen,hbox,Fox_Original,NA,NA,JigglyPuff_Green,Dreamland,P4:JigglyPuff_Green,3
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,0,NA,NA,0,4,NA,NA,4,NA
1,0,NA,NA,0,4,NA,NA,4,NA
2,0,NA,NA,0,4,NA,NA,4,NA
3,0,NA,NA,0,4,NA,NA,4,NA
4,0,NA,NA,0,4,NA,NA,4,NA
5,0,NA,NA,0,4,NA,NA,4,NA
6,0,NA,NA,0,4,NA,NA,4,NA
7,0,NA,NA,0,4,NA,NA,4,NA
8,0,NA,NA,0,4,NA,NA,4,NA
9,0,NA,NA,0,4,NA,NA,4,NA
10,0,NA,NA,0,4,NA,NA,4,NA
11,0,NA,NA,0,4,NA,NA,4,NA
12,0,NA,NA,0,4,NA,NA,4,NA
13,0,NA,NA,0,4,NA,NA,4,NA
14,0,NA,NA,0,4,NA,NA,4,NA
15,0,NA,NA,0,4,NA,NA,4,NA
16,0,NA,NA,0,4,NA,NA,4,NA
17,0,NA,NA,0,4,NA,NA,4,NA
18,0,NA,NA,0,4,NA,NA,4,NA
19,0,NA,NA,0,4,NA,NA,4,NA
20,0,NA,NA,0,4,NA,NA,4,NA
21,0,NA,NA,0,4,NA,NA,4,NA
22,0,NA,NA,0,4,NA,NA,4,NA
23,0,NA,NA,0,4,NA,NA,4,NA
24,0,NA,NA,0,4,NA,NA,4,NA
25,0,NA,NA,0,4,NA,NA,4,NA
26,0,NA,NA,0,4,NA,NA,4,NA
27,0,NA,NA,0,4,NA,NA,4,NA
28,0,NA,NA,0,4,NA,NA,4,NA
29,0,NA,NA,0,4,NA,NA,4,NA
30,0,NA,NA,0,4,NA,NA,4,NA
31,0,NA,NA,0,4,NA,NA,4,NA
32,0,NA,NA,0,4,NA,NA,4,NA
33,0,NA,NA,0,4,NA,NA,4,NA
34,0,NA,NA,0,4,NA,NA,4,NA
35,0,NA,NA,0,4,NA,NA,4,NA
36,0,NA,NA,0,4,NA,NA,4,NA
37,0,NA,NA,0,4,NA,NA,4,NA
38,0,NA,NA,0,4,NA,NA,4,NA
39,0,NA,NA,0,4,NA,NA,4,NA
40,0,NA,NA,0,4,NA,NA,4,NA
41,0,NA,NA,0,4,NA,NA,4,NA
42,0,NA,NA,0,4,NA,NA,4,NA
43,0,NA,NA,0,4,NA,NA,4,NA
44,0,NA,NA,0,4,NA,NA,4,NA
45,0,NA,NA,0,4,NA,NA,4,NA
46,0,NA,NA,0,4,NA,NA,4,NA
47,12,NA,NA,0,4,NA,NA,4,NA
48,12,NA,NA,0,4,NA,NA,4,NA
49,12,NA,NA,0,4,NA,NA,4,NA
50,12,NA,NA,0,4,NA,NA,4,NA
51,12,NA,NA,0,4,NA,NA,4,NA
52,12,NA,NA,0,4,NA,NA,4,NA
53,12,NA,NA,0,4,NA,NA,4,NA
54,12,NA,NA,0,4,NA,NA,4,NA
55,12,NA,NA,0,4,NA,NA,4,NA
56,12,NA,NA,0,4,NA,NA,4,NA
57,12,NA,NA,0,4,NA,NA,4,NA
58,12,NA,NA,0,4,NA,NA,4,NA
59,12,NA,NA,0,4,NA,NA,4,NA
60,12,NA,NA,0,4,NA,NA,4,NA
61,12,NA,NA,0,4,NA,NA,4,NA
62,12,NA,NA,0,4,NA,NA,4,NA
63,12,NA,NA,0,4,NA,NA,4,NA
64,12,NA,NA,0,4,NA,NA,4,NA
65,12,NA,NA,0,4,NA,NA,4,NA
66,12,NA,NA,0,4,NA,NA,4,NA
67,12,NA,NA,0,4,NA,NA,4,NA
68,12,NA,NA,0,4,NA,NA,4,NA
