Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber,GameType(Optional)
genesis 5,hbox,plup,JigglyPuff_Green,NA,Fox_Green,NA,Fountain of Dreams,P1:JigglyPuff_Green,1,GF1
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,0,NA,0,NA,4,NA,4,NA,NA
1,0,NA,0,NA,4,NA,4,NA,NA
2,0,NA,0,NA,4,NA,4,NA,NA
3,0,NA,0,NA,4,NA,4,NA,NA
4,0,NA,0,NA,4,NA,4,NA,NA
5,0,NA,0,NA,4,NA,4,NA,NA
6,0,NA,0,NA,4,NA,4,NA,NA
7,0,NA,0,NA,4,NA,4,NA,NA
8,0,NA,0,NA,4,NA,4,NA,NA
9,0,NA,0,NA,4,NA,4,NA,NA
10,0,NA,0,NA,4,NA,4,NA,NA
11,0,NA,0,NA,4,NA,4,NA,NA
12,0,NA,0,NA,4,NA,4,NA,NA
13,0,NA,0,NA,4,NA,4,NA,NA
14,0,NA,0,NA,4,NA,4,NA,NA
15,0,NA,0,NA,4,NA,4,NA,NA
16,0,NA,0,NA,4,NA,4,NA,NA
17,0,NA,0,NA,4,NA,4,NA,NA
18,0,NA,0,NA,4,NA,4,NA,NA
19,0,NA,0,NA,4,NA,4,NA,NA
20,0,NA,0,NA,4,NA,4,NA,NA
21,0,NA,0,NA,4,NA,4,NA,NA
22,0,NA,0,NA,4,NA,4,NA,NA
23,0,NA,0,NA,4,NA,4,NA,NA
24,0,NA,0,NA,4,NA,4,NA,NA
25,12,NA,0,NA,4,NA,4,NA,NA
26,12,NA,0,NA,4,NA,4,NA,NA
27,12,NA,0,NA,4,NA,4,NA,NA
28,12,NA,0,NA,4,NA,4,NA,NA
29,12,NA,0,NA,4,NA,4,NA,NA
30,12,NA,0,NA,4,NA,4,NA,NA
31,12,NA,0,NA,4,NA,4,NA,NA
32,12,NA,0,NA,4,NA,4,NA,NA
33,12,NA,0,NA,4,NA,4,NA,NA
34,12,NA,0,NA,4,NA,4,NA,NA
35,12,NA,0,NA,4,NA,4,NA,NA
36,12,NA,0,NA,4,NA,4,NA,NA
37,12,NA,0,NA,4,NA,4,NA,NA
38,12,NA,0,NA,4,NA,4,NA,NA
39,20,NA,0,NA,4,NA,4,NA,NA
40,20,NA,0,NA,4,NA,4,NA,NA
41,20,NA,0,NA,4,NA,4,NA,NA
42,20,NA,0,NA,4,NA,4,NA,NA
43,20,NA,0,NA,4,NA,4,NA,NA
44,20,NA,0,NA,4,NA,4,NA,NA
45,20,NA,0,NA,4,NA,4,NA,NA
46,20,NA,0,NA,4,NA,4,NA,NA
47,20,NA,0,NA,4,NA,4,NA,NA
48,20,NA,0,NA,4,NA,4,NA,NA
49,20,NA,0,NA,4,NA,4,NA,NA
50,20,NA,0,NA,4,NA,4,NA,NA
51,20,NA,0,NA,4,NA,4,NA,NA
52,20,NA,0,NA,4,NA,4,NA,NA
53,20,NA,0,NA,4,NA,4,NA,NA
54,20,NA,0,NA,4,NA,4,NA,NA
55,20,NA,0,NA,4,NA,4,NA,NA
56,20,NA,0,NA,4,NA,4,NA,NA
57,20,NA,0,NA,4,NA,4,NA,NA
58,20,NA,0,NA,4,NA,4,NA,NA
59,20,NA,0,NA,4,NA,4,NA,NA
60,20,NA,0,NA,4,NA,4,NA,NA
61,20,NA,0,NA,4,NA,4,NA,NA
62,20,NA,0,NA,4,NA,4,NA,NA
63,20,NA,0,NA,4,NA,4,NA,NA
64,20,NA,0,NA,4,NA,4,NA,NA
65,20,NA,0,NA,4,NA,4,NA,NA
66,20,NA,0,NA,4,NA,4,NA,NA
67,20,NA,0,NA,4,NA,4,NA,NA
68,20,NA,0,NA,4,NA,4,NA,NA
69,20,NA,0,NA,4,NA,4,NA,NA
70,20,NA,0,NA,4,NA,4,NA,NA
71,20,NA,0,NA,4,NA,4,NA,NA
72,20,NA,0,NA,4,NA,4,NA,NA
73,20,NA,0,NA,4,NA,4,NA,NA
74,20,NA,0,NA,4,NA,4,NA,NA
75,20,NA,0,NA,4,NA,4,NA,NA
76,20,NA,0,NA,4,NA,4,NA,NA
77,20,NA,0,NA,4,NA,4,NA,NA
78,20,NA,0,NA,4,NA,4,NA,NA
79,20,NA,0,NA,4,NA,4,NA,NA
80,23,NA,0,NA,4,NA,4,NA,NA
81,23,NA,0,NA,4,NA,4,NA,NA
82,23,NA,0,NA,4,NA,4,NA,NA
83,23,NA,0,NA,4,NA,4,NA,NA
84,23,NA,0,NA,4,NA,4,NA,NA
85,23,NA,0,NA,4,NA,4,NA,NA
86,23,NA,0,NA,4,NA,4,NA,NA
87,23,NA,0,NA,4,NA,4,NA,NA
88,23,NA,0,NA,4,NA,4,NA,NA
89,23,NA,0,NA,4,NA,4,NA,NA
90,23,NA,0,NA,4,NA,4,NA,NA
91,23,NA,0,NA,4,NA,4,NA,NA
92,23,NA,0,NA,4,NA,4,NA,NA
93,23,NA,0,NA,4,NA,4,NA,NA
94,23,NA,0,NA,4,NA,4,NA,NA
95,23,NA,0,NA,4,NA,4,NA,NA
96,23,NA,0,NA,4,NA,4,NA,NA
97,23,NA,0,NA,4,NA,4,NA,NA
98,23,NA,0,NA,4,NA,4,NA,NA
99,23,NA,0,NA,4,NA,4,NA,NA
100,23,NA,0,NA,4,NA,4,NA,NA
