Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber
genesis 5,leffen,hbox,Fox_Original,NA,NA,JigglyPuff_Green,Pokemon Stadium,P1:Fox_Original,2
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,0,NA,NA,0,4,NA,NA,4,NA
1,0,NA,NA,0,4,NA,NA,4,NA
2,0,NA,NA,0,4,NA,NA,4,NA
3,0,NA,NA,0,4,NA,NA,4,NA
4,0,NA,NA,0,4,NA,NA,4,NA
5,0,NA,NA,0,4,NA,NA,4,NA
6,0,NA,NA,0,4,NA,NA,4,NA
7,0,NA,NA,0,4,NA,NA,4,NA
8,0,NA,NA,0,4,NA,NA,4,NA
9,0,NA,NA,0,4,NA,NA,4,NA
10,0,NA,NA,0,4,NA,NA,4,NA
11,0,NA,NA,0,4,NA,NA,4,NA
12,0,NA,NA,0,4,NA,NA,4,NA
13,0,NA,NA,0,4,NA,NA,4,NA
14,0,NA,NA,0,4,NA,NA,4,NA
15,0,NA,NA,0,4,NA,NA,4,NA
16,0,NA,NA,0,4,NA,NA,4,NA
17,0,NA,NA,0,4,NA,NA,4,NA
18,0,NA,NA,0,4,NA,NA,4,NA
19,0,NA,NA,0,4,NA,NA,4,NA
20,0,NA,NA,0,4,NA,NA,4,NA
21,0,NA,NA,0,4,NA,NA,4,NA
22,0,NA,NA,0,4,NA,NA,4,NA
23,0,NA,NA,0,4,NA,NA,4,NA
24,0,NA,NA,0,4,NA,NA,4,NA
25,0,NA,NA,0,4,NA,NA,4,NA
26,0,NA,NA,0,4,NA,NA,4,NA
27,0,NA,NA,0,4,NA,NA,4,NA
28,0,NA,NA,0,4,NA,NA,4,NA
29,0,NA,NA,0,4,NA,NA,4,NA
30,0,NA,NA,0,4,NA,NA,4,NA
31,0,NA,NA,0,4,NA,NA,4,NA
32,0,NA,NA,0,4,NA,NA,4,NA
33,0,NA,NA,0,4,NA,NA,4,NA
34,0,NA,NA,0,4,NA,NA,4,NA
35,0,NA,NA,0,4,NA,NA,4,NA
36,0,NA,NA,0,4,NA,NA,4,NA
37,0,NA,NA,0,4,NA,NA,4,NA
38,0,NA,NA,0,4,NA,NA,4,NA
39,0,NA,NA,0,4,NA,NA,4,NA
40,0,NA,NA,0,4,NA,NA,4,NA
41,0,NA,NA,0,4,NA,NA,4,NA
