Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber
genesis 5,armada,leffen,Fox_Red,NA,Fox_Original,NA,Battlefield,P3:Fox_Original,4
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
0,0,NA,0,NA,4,NA,4,NA,NA
1,0,NA,0,NA,4,NA,4,NA,NA
2,0,NA,0,NA,4,NA,4,NA,NA
3,0,NA,0,NA,4,NA,4,NA,NA
4,0,NA,0,NA,4,NA,4,NA,NA
5,0,NA,0,NA,4,NA,4,NA,NA
6,0,NA,0,NA,4,NA,4,NA,NA
7,0,NA,0,NA,4,NA,4,NA,NA
8,0,NA,0,NA,4,NA,4,NA,NA
9,0,NA,0,NA,4,NA,4,NA,NA
10,0,NA,0,NA,4,NA,4,NA,NA
11,0,NA,0,NA,4,NA,4,NA,NA
12,0,NA,0,NA,4,NA,4,NA,NA
13,0,NA,0,NA,4,NA,4,NA,NA
14,0,NA,0,NA,4,NA,4,NA,NA
15,0,NA,0,NA,4,NA,4,NA,NA
16,0,NA,0,NA,4,NA,4,NA,NA
17,0,NA,0,NA,4,NA,4,NA,NA
18,0,NA,0,NA,4,NA,4,NA,NA
19,0,NA,0,NA,4,NA,4,NA,NA
20,4,NA,0,NA,4,NA,4,NA,NA
21,4,NA,0,NA,4,NA,4,NA,NA
22,4,NA,0,NA,4,NA,4,NA,NA
23,4,NA,0,NA,4,NA,4,NA,NA
24,4,NA,0,NA,4,NA,4,NA,NA
25,4,NA,0,NA,4,NA,4,NA,NA
26,4,NA,0,NA,4,NA,4,NA,NA
27,4,NA,0,NA,4,NA,4,NA,NA
28,4,NA,0,NA,4,NA,4,NA,NA
29,4,NA,0,NA,4,NA,4,NA,NA
30,4,NA,0,NA,4,NA,4,NA,NA
31,4,NA,0,NA,4,NA,4,NA,NA
32,4,NA,0,NA,4,NA,4,NA,NA
33,4,NA,0,NA,4,NA,4,NA,NA
34,4,NA,0,NA,4,NA,4,NA,NA
35,4,NA,0,NA,4,NA,4,NA,NA
36,4,NA,0,NA,4,NA,4,NA,NA
37,4,NA,0,NA,4,NA,4,NA,NA
38,4,NA,0,NA,4,NA,4,NA,NA
39,4,NA,0,NA,4,NA,4,NA,NA
40,4,NA,0,NA,4,NA,4,NA,NA
41,12,NA,0,NA,4,NA,4,NA,NA
42,12,NA,0,NA,4,NA,4,NA,NA
43,12,NA,0,NA,4,NA,4,NA,NA
44,12,NA,0,NA,4,NA,4,NA,NA
45,12,NA,0,NA,4,NA,4,NA,NA
46,12,NA,0,NA,4,NA,4,NA,NA
47,12,NA,0,NA,4,NA,4,NA,NA
48,12,NA,0,NA,4,NA,4,NA,NA
49,12,NA,0,NA,4,NA,4,NA,NA
50,12,NA,0,NA,4,NA,4,NA,NA
51,12,NA,0,NA,4,NA,4,NA,NA
52,12,NA,0,NA,4,NA,4,NA,NA
53,12,NA,0,NA,4,NA,4,NA,NA
54,12,NA,0,NA,4,NA,4,NA,NA
55,12,NA,0,NA,4,NA,4,NA,NA
56,12,NA,0,NA,4,NA,4,NA,NA
57,12,NA,0,NA,4,NA,4,NA,NA
58,12,NA,0,NA,4,NA,4,NA,NA
59,12,NA,0,NA,4,NA,4,NA,NA
60,12,NA,0,NA,4,NA,4,NA,NA
61,18,NA,0,NA,4,NA,4,NA,NA
62,18,NA,0,NA,4,NA,4,NA,NA
63,18,NA,0,NA,4,NA,4,NA,NA
64,18,NA,0,NA,4,NA,4,NA,NA
65,18,NA,0,NA,4,NA,4,NA,NA
66,18,NA,0,NA,4,NA,4,NA,NA
67,18,NA,0,NA,4,NA,4,NA,NA
68,18,NA,0,NA,4,NA,4,NA,NA
69,18,NA,0,NA,4,NA,4,NA,NA
70,18,NA,0,NA,4,NA,4,NA,NA
71,18,NA,0,NA,4,NA,4,NA,NA
72,18,NA,0,NA,4,NA,4,NA,NA
73,18,NA,0,NA,4,NA,4,NA,NA
74,18,NA,0,NA,4,NA,4,NA,NA
75,18,NA,0,NA,4,NA,4,NA,NA
76,18,NA,0,NA,4,NA,4,NA,NA
77,18,NA,0,NA,4,NA,4,NA,NA
