genesis 5_armada VS leffen/images/frame_229.jpg,102,0,536,360,Final Destination,0.99843186
genesis 5_armada VS leffen/images/frame_229.jpg,323,274,343,294,Fox_Original,0.99718297
genesis 5_armada VS leffen/images/frame_229.jpg,114,273,132,294,Fox_Red,0.96315897
genesis 5_armada VS leffen/images/frame_670.jpg,114,274,132,295,Fox_Red,0.9972807
genesis 5_armada VS leffen/images/frame_670.jpg,323,274,343,294,Fox_Original,0.99573207
genesis 5_armada VS leffen/images/frame_670.jpg,101,0,536,359,Battlefield,0.97515476
genesis 5_armada VS leffen/images/frame_251.jpg,324,274,342,294,Fox_Original,0.95966315
genesis 5_armada VS leffen/images/frame_251.jpg,114,273,133,294,Fox_Red,0.9371716
genesis 5_armada VS leffen/images/frame_552.jpg,114,273,132,294,Fox_Red,0.998571
genesis 5_armada VS leffen/images/frame_552.jpg,102,0,536,359,Battlefield,0.9968083
genesis 5_armada VS leffen/images/frame_552.jpg,324,273,342,295,Fox_Original,0.9733122
genesis 5_armada VS leffen/images/frame_677.jpg,323,274,343,295,Fox_Original,0.9995347
genesis 5_armada VS leffen/images/frame_677.jpg,102,0,536,359,Battlefield,0.99013424
genesis 5_armada VS leffen/images/frame_21.jpg,102,0,535,359,Dreamland,0.99294055
genesis 5_armada VS leffen/images/frame_21.jpg,114,274,132,294,Fox_Red,0.99137455
genesis 5_armada VS leffen/images/frame_21.jpg,323,274,343,295,Fox_Original,0.98496675
genesis 5_armada VS leffen/images/frame_426.jpg,323,274,342,295,Fox_Original,0.99669826
genesis 5_armada VS leffen/images/frame_426.jpg,102,0,536,359,Battlefield,0.98957646
genesis 5_armada VS leffen/images/frame_158.jpg,103,0,536,360,Dreamland,0.97688115
genesis 5_armada VS leffen/images/frame_158.jpg,323,273,342,295,Fox_Original,0.96914655
genesis 5_armada VS leffen/images/frame_158.jpg,114,273,132,294,Fox_Red,0.8085186
genesis 5_armada VS leffen/images/frame_326.jpg,114,274,132,295,Fox_Red,0.9969826
genesis 5_armada VS leffen/images/frame_326.jpg,323,274,343,294,Fox_Original,0.99664277
genesis 5_armada VS leffen/images/frame_326.jpg,102,0,536,358,Final Destination,0.9961977
genesis 5_armada VS leffen/images/frame_223.jpg,324,274,342,294,Fox_Original,0.9952982
genesis 5_armada VS leffen/images/frame_223.jpg,102,0,538,359,Final Destination,0.9834
genesis 5_armada VS leffen/images/frame_223.jpg,114,274,132,295,Fox_Red,0.98024035
genesis 5_armada VS leffen/images/frame_655.jpg,324,274,343,295,Fox_Original,0.9987362
genesis 5_armada VS leffen/images/frame_655.jpg,114,273,132,295,Fox_Red,0.98919475
genesis 5_armada VS leffen/images/frame_233.jpg,102,0,536,359,Final Destination,0.99215764
genesis 5_armada VS leffen/images/frame_365.jpg,101,0,536,358,Final Destination,0.99088895
genesis 5_armada VS leffen/images/frame_517.jpg,114,274,132,295,Fox_Red,0.99968684
genesis 5_armada VS leffen/images/frame_517.jpg,323,274,342,295,Fox_Original,0.988832
genesis 5_armada VS leffen/images/frame_358.jpg,102,0,535,358,Final Destination,0.9969698
genesis 5_armada VS leffen/images/frame_358.jpg,114,274,133,295,Fox_Red,0.99292123
genesis 5_armada VS leffen/images/frame_358.jpg,324,274,343,295,Fox_Original,0.9629124
genesis 5_armada VS leffen/images/frame_146.jpg,114,273,132,295,Fox_Red,0.98858356
genesis 5_armada VS leffen/images/frame_146.jpg,323,274,343,294,Fox_Original,0.9868221
genesis 5_armada VS leffen/images/frame_146.jpg,100,0,535,360,Dreamland,0.98589873
genesis 5_armada VS leffen/images/frame_131.jpg,101,0,536,359,Dreamland,0.9962009
genesis 5_armada VS leffen/images/frame_131.jpg,115,274,133,294,Fox_Red,0.9953737
genesis 5_armada VS leffen/images/frame_131.jpg,324,273,343,295,Fox_Original,0.9894495
genesis 5_armada VS leffen/images/frame_257.jpg,102,0,535,359,Final Destination,0.9963678
genesis 5_armada VS leffen/images/frame_257.jpg,323,273,342,294,Fox_Original,0.9901113
genesis 5_armada VS leffen/images/frame_639.jpg,102,0,535,359,Battlefield,0.9917201
genesis 5_armada VS leffen/images/frame_639.jpg,323,274,343,295,Fox_Original,0.9646399
genesis 5_armada VS leffen/images/frame_168.jpg,324,273,342,295,Fox_Original,0.99830544
genesis 5_armada VS leffen/images/frame_168.jpg,115,274,132,295,Fox_Red,0.9964814
genesis 5_armada VS leffen/images/frame_168.jpg,101,0,537,359,Dreamland,0.9962387
genesis 5_armada VS leffen/images/frame_532.jpg,114,274,132,295,Fox_Red,0.9967644
genesis 5_armada VS leffen/images/frame_532.jpg,323,274,343,294,Fox_Original,0.9924656
genesis 5_armada VS leffen/images/frame_532.jpg,102,0,536,359,Battlefield,0.9746632
genesis 5_armada VS leffen/images/frame_238.jpg,324,273,343,295,Fox_Original,0.9924086
genesis 5_armada VS leffen/images/frame_238.jpg,102,0,536,359,Final Destination,0.9863097
genesis 5_armada VS leffen/images/frame_238.jpg,115,274,132,295,Fox_Red,0.95299697
genesis 5_armada VS leffen/images/frame_486.jpg,323,274,343,294,Fox_Original,0.9892046
genesis 5_armada VS leffen/images/frame_486.jpg,102,0,536,358,Battlefield,0.9715863
genesis 5_armada VS leffen/images/frame_658.jpg,102,0,536,359,Battlefield,0.99839294
genesis 5_armada VS leffen/images/frame_658.jpg,323,274,343,295,Fox_Original,0.98480725
genesis 5_armada VS leffen/images/frame_153.jpg,323,274,343,294,Fox_Original,0.97584045
genesis 5_armada VS leffen/images/frame_153.jpg,114,274,133,294,Fox_Red,0.96593094
genesis 5_armada VS leffen/images/frame_644.jpg,102,0,536,360,Battlefield,0.99709845
genesis 5_armada VS leffen/images/frame_644.jpg,115,273,133,294,Fox_Red,0.99312377
genesis 5_armada VS leffen/images/frame_644.jpg,323,274,342,294,Fox_Original,0.92457926
genesis 5_armada VS leffen/images/frame_203.jpg,323,273,343,294,Fox_Original,0.99210227
genesis 5_armada VS leffen/images/frame_203.jpg,103,0,536,358,Final Destination,0.98587024
genesis 5_armada VS leffen/images/frame_282.jpg,114,274,132,295,Fox_Red,0.99816513
genesis 5_armada VS leffen/images/frame_282.jpg,102,1,536,360,Final Destination,0.99634653
genesis 5_armada VS leffen/images/frame_282.jpg,323,274,343,294,Fox_Original,0.99414873
genesis 5_armada VS leffen/images/frame_161.jpg,323,273,342,294,Fox_Original,0.99260527
genesis 5_armada VS leffen/images/frame_161.jpg,102,0,534,359,Dreamland,0.9737841
genesis 5_armada VS leffen/images/frame_161.jpg,114,274,133,295,Fox_Red,0.9696084
genesis 5_armada VS leffen/images/frame_391.jpg,324,273,342,294,Fox_Original,0.9984156
genesis 5_armada VS leffen/images/frame_391.jpg,101,0,536,359,Battlefield,0.9961866
genesis 5_armada VS leffen/images/frame_391.jpg,114,273,132,294,Fox_Red,0.9842459
genesis 5_armada VS leffen/images/frame_52.jpg,103,0,536,359,Dreamland,0.9885626
genesis 5_armada VS leffen/images/frame_52.jpg,114,274,132,294,Fox_Red,0.9791837
genesis 5_armada VS leffen/images/frame_52.jpg,323,274,342,295,Fox_Original,0.9772412
genesis 5_armada VS leffen/images/frame_549.jpg,102,0,536,358,Battlefield,0.96841335
genesis 5_armada VS leffen/images/frame_300.jpg,102,0,536,360,Final Destination,0.9976059
genesis 5_armada VS leffen/images/frame_300.jpg,114,273,133,294,Fox_Red,0.9941574
genesis 5_armada VS leffen/images/frame_300.jpg,324,273,343,294,Fox_Original,0.99121433
genesis 5_armada VS leffen/images/frame_622.jpg,102,0,536,359,Battlefield,0.98833823
genesis 5_armada VS leffen/images/frame_622.jpg,114,274,133,295,Fox_Red,0.9680179
genesis 5_armada VS leffen/images/frame_622.jpg,323,273,343,294,Fox_Original,0.90193117
genesis 5_armada VS leffen/images/frame_502.jpg,114,273,133,294,Fox_Red,0.99511003
genesis 5_armada VS leffen/images/frame_502.jpg,101,0,536,359,Battlefield,0.9887986
genesis 5_armada VS leffen/images/frame_502.jpg,324,273,342,295,Fox_Original,0.9869158
genesis 5_armada VS leffen/images/frame_307.jpg,102,0,537,359,Final Destination,0.99753636
genesis 5_armada VS leffen/images/frame_307.jpg,114,274,132,294,Fox_Red,0.99443084
genesis 5_armada VS leffen/images/frame_136.jpg,324,274,343,295,Fox_Original,0.96722007
genesis 5_armada VS leffen/images/frame_94.jpg,324,274,343,294,Fox_Original,0.9967772
genesis 5_armada VS leffen/images/frame_94.jpg,102,0,536,358,Dreamland,0.9950423
genesis 5_armada VS leffen/images/frame_94.jpg,114,273,132,295,Fox_Red,0.98962533
genesis 5_armada VS leffen/images/frame_327.jpg,115,273,132,295,Fox_Red,0.9995948
genesis 5_armada VS leffen/images/frame_327.jpg,102,0,537,358,Final Destination,0.985992
genesis 5_armada VS leffen/images/frame_327.jpg,323,274,342,294,Fox_Original,0.9559568
genesis 5_armada VS leffen/images/frame_462.jpg,114,274,132,295,Fox_Red,0.9872513
genesis 5_armada VS leffen/images/frame_462.jpg,102,0,536,359,Battlefield,0.98644996
genesis 5_armada VS leffen/images/frame_462.jpg,324,274,342,295,Fox_Original,0.94182247
genesis 5_armada VS leffen/images/frame_688.jpg,324,273,343,294,Fox_Original,0.9972644
genesis 5_armada VS leffen/images/frame_688.jpg,102,0,535,359,Battlefield,0.97337186
genesis 5_armada VS leffen/images/frame_137.jpg,323,273,342,295,Fox_Original,0.9765182
genesis 5_armada VS leffen/images/frame_137.jpg,100,0,535,360,Dreamland,0.91201854
genesis 5_armada VS leffen/images/frame_324.jpg,101,0,536,359,Final Destination,0.99591184
genesis 5_armada VS leffen/images/frame_324.jpg,115,274,132,294,Fox_Red,0.99030435
genesis 5_armada VS leffen/images/frame_84.jpg,102,0,535,359,Dreamland,0.99567235
genesis 5_armada VS leffen/images/frame_84.jpg,323,274,343,295,Fox_Original,0.9933888
genesis 5_armada VS leffen/images/frame_84.jpg,114,273,133,295,Fox_Red,0.98431814
genesis 5_armada VS leffen/images/frame_541.jpg,101,0,536,359,Battlefield,0.9975371
genesis 5_armada VS leffen/images/frame_541.jpg,114,274,132,294,Fox_Red,0.997193
genesis 5_armada VS leffen/images/frame_541.jpg,323,274,342,294,Fox_Original,0.9747721
genesis 5_armada VS leffen/images/frame_97.jpg,323,273,343,295,Fox_Original,0.9862746
genesis 5_armada VS leffen/images/frame_97.jpg,115,274,133,294,Fox_Red,0.9767858
genesis 5_armada VS leffen/images/frame_254.jpg,323,274,343,295,Fox_Original,0.9977015
genesis 5_armada VS leffen/images/frame_254.jpg,102,0,538,360,Final Destination,0.98541343
genesis 5_armada VS leffen/images/frame_254.jpg,114,273,132,294,Fox_Red,0.96910495
genesis 5_armada VS leffen/images/frame_159.jpg,103,0,536,360,Dreamland,0.99192935
genesis 5_armada VS leffen/images/frame_159.jpg,323,273,343,294,Fox_Original,0.9748578
genesis 5_armada VS leffen/images/frame_159.jpg,114,274,132,295,Fox_Red,0.97341216
genesis 5_armada VS leffen/images/frame_104.jpg,102,0,535,360,Dreamland,0.988404
genesis 5_armada VS leffen/images/frame_104.jpg,324,273,342,294,Fox_Original,0.96139467
genesis 5_armada VS leffen/images/frame_653.jpg,323,274,342,295,Fox_Original,0.93743086
genesis 5_armada VS leffen/images/frame_523.jpg,324,274,343,294,Fox_Original,0.9982109
genesis 5_armada VS leffen/images/frame_523.jpg,101,0,534,360,Battlefield,0.9880674
genesis 5_armada VS leffen/images/frame_321.jpg,324,273,342,295,Fox_Original,0.98916185
genesis 5_armada VS leffen/images/frame_321.jpg,115,274,133,295,Fox_Red,0.96938694
genesis 5_armada VS leffen/images/frame_321.jpg,101,0,536,360,Final Destination,0.6041946
genesis 5_armada VS leffen/images/frame_18.jpg,102,0,535,360,Dreamland,0.9950089
genesis 5_armada VS leffen/images/frame_18.jpg,323,273,343,294,Fox_Original,0.97785085
genesis 5_armada VS leffen/images/frame_18.jpg,114,274,132,295,Fox_Red,0.96357334
genesis 5_armada VS leffen/images/frame_685.jpg,115,274,132,294,Fox_Red,0.9987167
genesis 5_armada VS leffen/images/frame_399.jpg,324,274,342,294,Fox_Original,0.9987432
genesis 5_armada VS leffen/images/frame_399.jpg,101,0,536,359,Battlefield,0.98690057
genesis 5_armada VS leffen/images/frame_260.jpg,323,274,343,294,Fox_Original,0.99658346
genesis 5_armada VS leffen/images/frame_260.jpg,101,0,536,359,Final Destination,0.97647166
genesis 5_armada VS leffen/images/frame_260.jpg,114,274,132,294,Fox_Red,0.96598387
genesis 5_armada VS leffen/images/frame_497.jpg,324,273,342,294,Fox_Original,0.9891868
genesis 5_armada VS leffen/images/frame_497.jpg,114,273,132,295,Fox_Red,0.98674667
genesis 5_armada VS leffen/images/frame_497.jpg,102,0,536,359,Battlefield,0.98173404
genesis 5_armada VS leffen/images/frame_449.jpg,103,0,535,359,Battlefield,0.99262214
genesis 5_armada VS leffen/images/frame_449.jpg,323,273,343,294,Fox_Original,0.93916774
genesis 5_armada VS leffen/images/frame_449.jpg,114,274,132,294,Fox_Red,0.9107202
genesis 5_armada VS leffen/images/frame_545.jpg,323,274,342,294,Fox_Original,0.993087
genesis 5_armada VS leffen/images/frame_545.jpg,114,273,132,295,Fox_Red,0.9889146
genesis 5_armada VS leffen/images/frame_545.jpg,102,0,536,359,Battlefield,0.9880755
genesis 5_armada VS leffen/images/frame_20.jpg,323,274,343,294,Fox_Original,0.99295306
genesis 5_armada VS leffen/images/frame_20.jpg,101,0,535,359,Dreamland,0.98947084
genesis 5_armada VS leffen/images/frame_20.jpg,114,274,133,295,Fox_Red,0.985495
genesis 5_armada VS leffen/images/frame_522.jpg,114,274,132,294,Fox_Red,0.9994498
genesis 5_armada VS leffen/images/frame_522.jpg,323,274,343,294,Fox_Original,0.9982761
